forage_id,location,crop,block,sample_time,series_no,forage_initial_drywt_g,forage_final_drywt_g,pct_n,pct_c,forage_mass_loss,forage_pct_remain,forage_prop_c,forage_prop_n,forage_c_g,forage_n_g
184,wiu,gpc,4,t1,4,14.999999999999998,15.210999999999997,2.69,43.8,-0.21099999999999852,101.40666666666667,0.43799999999999994,0.0269,6.662417999999998,0.4091758999999999
185,wiu,gpc,4,t8,5,15.699999999999998,10.921,3.25,36.8,4.778999999999998,69.56050955414014,0.368,0.0325,4.018928,0.3549325
186,wiu,gpc,4,t0,6,15.499999999999998,15.432999999999998,NA,NA,0.06700000000000017,99.56774193548387,NA,NA,NA,NA
187,wiu,gpc,4,t7,7,14.899999999999997,11.637,3.1799999999999997,39.7,3.2629999999999963,78.10067114093961,0.397,0.031799999999999995,4.619889000000001,0.37005659999999996
188,wiu,gpc,4,t2,8,15.399999999999997,15.388999999999998,3.03,42,0.010999999999999233,99.92857142857143,0.42,0.030299999999999997,6.463379999999999,0.4662866999999999
189,wiu,gpc,4,t9,9,17.1,13.368,3.17,38.7,3.732000000000001,78.17543859649122,0.387,0.0317,5.1734160000000005,0.4237656
190,wiu,gpc,4,t5,10,16.5,12.431,3.44,36.9,4.069000000000001,75.33939393939394,0.369,0.0344,4.587039,0.42762639999999996
191,wiu,pcro,4,t0,1,17.1,16.115,NA,NA,0.985000000000003,94.23976608187132,NA,NA,NA,NA
192,wiu,pcro,4,t8,2,16.6,11.812,3.28,39.3,4.788000000000002,71.1566265060241,0.39299999999999996,0.032799999999999996,4.642116,0.38743359999999993
193,wiu,pcro,4,t4,3,16.7,14.100999999999997,2.95,43.8,2.599000000000002,84.43712574850298,0.43799999999999994,0.029500000000000002,6.176237999999998,0.41597949999999995
194,wiu,pcro,4,t6,4,16.9,12.351,3.15,35.2,4.548999999999998,73.0828402366864,0.35200000000000004,0.0315,4.347552,0.3890565
195,wiu,pcro,4,t1,5,16.9,17.177,2.37,42.1,-0.277000000000001,101.63905325443787,0.42100000000000004,0.023700000000000002,7.231517,0.40709490000000004
196,wiu,pcro,4,t9,6,16.7,11.707,NA,NA,4.9929999999999986,70.10179640718563,NA,NA,NA,NA
197,wiu,pcro,4,t7,7,16.9,14.267999999999999,2.61,31.1,2.6319999999999997,84.42603550295858,0.311,0.026099999999999998,4.437348,0.37239479999999997
198,wiu,pcro,4,t3,8,17.1,15.702999999999998,2.55,37.8,1.3970000000000038,91.83040935672513,0.37799999999999995,0.0255,5.935733999999998,0.4004264999999999
199,wiu,pcro,4,t5,9,16.8,13.421,2.84,38.5,3.3790000000000013,79.88690476190476,0.385,0.028399999999999998,5.167085,0.38115639999999995
200,wiu,pcro,4,t2,10,17.4,16.859,2.74,41.4,0.5409999999999968,96.89080459770116,0.414,0.0274,6.9796260000000006,0.4619366000000001
201,isu,ar,1,t6,1,21.7,15.222999999999999,NA,NA,6.477,70.15207373271889,NA,NA,NA,NA
202,isu,ar,1,t3,2,17.999999999999996,18.227999999999998,2.84,43.3,-0.22800000000000153,101.26666666666668,0.433,0.028399999999999998,7.892723999999999,0.5176751999999999
203,isu,ar,1,t0,3,21.999999999999996,21.919999999999998,3.11,43.4,0.0799999999999983,99.63636363636364,0.434,0.0311,9.51328,0.6817119999999999
204,isu,ar,1,t7,4,21.9,15.796999999999997,2.85,41.8,6.1030000000000015,72.13242009132419,0.418,0.0285,6.603145999999999,0.4502144999999999
205,isu,ar,1,NA,5,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,isu,ar,1,NA,6,20.999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,isu,ar,1,t2,7,18.9,18.770999999999997,NA,NA,0.12900000000000134,99.31746031746032,NA,NA,NA,NA
208,isu,ar,1,t8,8,21.999999999999996,15.009999999999998,3.6,41.6,6.989999999999998,68.22727272727272,0.41600000000000004,0.036000000000000004,6.24416,0.54036
209,isu,ar,1,t5,9,20.499999999999996,17.616999999999997,3.2,41.7,2.882999999999999,85.93658536585366,0.41700000000000004,0.032,7.346289,0.5637439999999999
210,isu,ar,1,t1,10,18.4,18.403999999999996,2.74,43.1,-0.003999999999997783,100.02173913043477,0.431,0.0274,7.932123999999998,0.5042695999999999
211,isu,gpc,1,t0,1,12.9,12.776,NA,NA,0.12400000000000055,99.03875968992247,NA,NA,NA,NA
212,isu,gpc,1,t9,2,16.3,12.889,2.2,43.1,3.4110000000000014,79.07361963190183,0.431,0.022000000000000002,5.555159,0.28355800000000003
213,isu,gpc,1,t5,3,12.6,11.665,NA,NA,0.9350000000000005,92.57936507936508,NA,NA,NA,NA
214,isu,gpc,1,t8,4,12.7,11.602,NA,NA,1.097999999999999,91.35433070866142,NA,NA,NA,NA
215,isu,gpc,1,t1,5,16.8,16.732,2.21,45.1,0.06800000000000139,99.59523809523809,0.451,0.022099999999999998,7.546132,0.3697772
216,isu,gpc,1,t2,6,19.5,19.154,2.08,44.35,0.3460000000000001,98.22564102564102,0.4435,0.0208,8.494799,0.39840319999999996
217,isu,gpc,1,t7,7,15.6,16.974,1.11,34.2,-1.3740000000000006,108.80769230769232,0.342,0.0111,5.805108000000001,0.1884114
218,isu,gpc,1,t3,8,20,18.672,2.12,52.9,1.3279999999999994,93.36,0.529,0.0212,9.877488000000001,0.3958464
219,isu,gpc,1,t6,9,19.6,16.412,3.38,38.5,3.1880000000000024,83.73469387755101,0.385,0.0338,6.31862,0.5547255999999999
220,isu,gpc,1,t4,10,14.299999999999999,14.016999999999998,NA,NA,0.28300000000000125,98.02097902097901,NA,NA,NA,NA
221,isu,wpc,1,t2,1,11.8,10.13,2.05,34.3,1.67,85.84745762711864,0.34299999999999997,0.020499999999999997,3.47459,0.207665
222,isu,wpc,1,t4,2,8,6.8870000000000005,3.02,40.9,1.1129999999999995,86.0875,0.409,0.0302,2.816783,0.20798740000000002
223,isu,wpc,1,t6,3,8.1,7.304,3.02,34.5,0.7959999999999994,90.17283950617283,0.345,0.0302,2.51988,0.22058080000000002
224,isu,wpc,1,t0,4,13.1,12.995,2.61,42.2,0.10500000000000043,99.19847328244275,0.42200000000000004,0.026099999999999998,5.483890000000001,0.33916949999999996
225,isu,wpc,1,t7,5,10.3,6.811,3.09,34.4,3.4890000000000008,66.126213592233,0.344,0.030899999999999997,2.342984,0.21045989999999998
226,isu,wpc,1,t5,6,7.800000000000001,10.203,3.24,40.9,-2.4029999999999987,130.8076923076923,0.409,0.032400000000000005,4.173026999999999,0.3305772
227,isu,wpc,1,t3,7,10.7,10.098,2.87,39.5,0.6019999999999985,94.37383177570095,0.395,0.0287,3.9887100000000006,0.28981260000000003
228,isu,wpc,1,t1,8,8.5,8.492,2.88,43.1,0.007999999999999119,99.90588235294119,0.431,0.0288,3.6600520000000003,0.24456960000000003
229,isu,wpc,1,t9,9,12,10.069,3.09,39.4,1.9309999999999992,83.90833333333335,0.39399999999999996,0.030899999999999997,3.967186,0.3111321
230,isu,wpc,1,t8,10,20.4,16.738,3.42,41.2,3.661999999999999,82.04901960784315,0.41200000000000003,0.0342,6.896056000000001,0.5724396
231,isu,cr,1,t0,1,18.9,18.15,2.08,43.2,0.75,96.03174603174604,0.43200000000000005,0.0208,7.840800000000001,0.37751999999999997
232,isu,cr,1,t5,2,18.6,14.501,2.62,42.5,4.099000000000002,77.96236559139784,0.425,0.0262,6.1629249999999995,0.3799262
233,isu,cr,1,t4,3,18.5,15.873,2.36,42.7,2.6270000000000007,85.8,0.42700000000000005,0.0236,6.777771,0.37460279999999996
234,isu,cr,1,t3,4,18.2,16.88,NA,NA,1.3200000000000003,92.74725274725274,NA,NA,NA,NA
235,isu,cr,1,t7,5,17.8,12.976,2.85,41.1,4.824,72.89887640449439,0.41100000000000003,0.0285,5.3331360000000005,0.36981600000000003
236,isu,cr,1,t9,6,19.2,13.792,2.96,43.8,5.4079999999999995,71.83333333333334,0.43799999999999994,0.0296,6.040895999999999,0.40824320000000003
237,isu,cr,1,t1,7,18.7,18.529,1.96,43.1,0.17099999999999937,99.0855614973262,0.431,0.0196,7.985999,0.3631684
238,isu,cr,1,t6,8,19.4,14.851999999999999,2.42,38.95,4.548,76.55670103092783,0.3895,0.0242,5.784853999999999,0.35941839999999997
239,isu,cr,1,t8,9,18.3,12.541,2.1,42.4,5.759,68.53005464480874,0.424,0.021,5.317384,0.263361
240,isu,cr,1,t2,10,19.2,18.115,1.81,42.4,1.0850000000000009,94.34895833333333,0.424,0.0181,7.680759999999999,0.3278815
241,isu,pcro,1,t7,1,17.9,15.144999999999998,2.7,28.4,2.755000000000001,84.60893854748602,0.284,0.027000000000000003,4.301179999999999,0.408915
242,isu,pcro,1,t9,2,17.6,12.293,3.56,41.8,5.307000000000002,69.8465909090909,0.418,0.0356,5.1384739999999995,0.4376308
243,isu,pcro,1,t4,3,18.1,15.768999999999997,3.91,43.7,2.331000000000005,87.12154696132595,0.43700000000000006,0.0391,6.891052999999999,0.6165679
244,isu,pcro,1,t2,4,18.2,17.638,3.29,43.9,0.5619999999999976,96.91208791208793,0.439,0.0329,7.743082000000001,0.5802902
245,isu,pcro,1,t1,5,18.4,18.204,3.57,43.6,0.19599999999999795,98.93478260869566,0.436,0.035699999999999996,7.9369440000000004,0.6498828
246,isu,pcro,1,t3,6,18.6,16.527,3.8,43.6,2.0730000000000004,88.85483870967742,0.436,0.038,7.2057720000000005,0.628026
247,isu,pcro,1,t5,7,18.3,13.839999999999998,4.16,42.9,4.460000000000003,75.62841530054644,0.429,0.0416,5.937359999999999,0.5757439999999999
248,isu,pcro,1,t8,8,18.3,13.777,3.85,35.4,4.5230000000000015,75.28415300546447,0.354,0.0385,4.877058,0.5304145
249,isu,pcro,1,t0,9,19.4,19.138,3.84,45.3,0.2619999999999969,98.64948453608248,0.45299999999999996,0.0384,8.669514,0.7348992
250,isu,pcro,1,t6,10,18.6,13.236,4.65,42.7,5.364000000000001,71.16129032258064,0.42700000000000005,0.04650000000000001,5.651772000000001,0.6154740000000001
251,isu,wpc,2,t4,1,18.4,16.603,NA,NA,1.796999999999997,90.23369565217394,NA,NA,NA,NA
252,isu,wpc,2,t3,2,19,17.843,NA,NA,1.157,93.91052631578948,NA,NA,NA,NA
253,isu,wpc,2,t1,3,19,18.368,2.83,45.3,0.6320000000000014,96.67368421052632,0.45299999999999996,0.028300000000000002,8.320704,0.5198144
254,isu,wpc,2,t9,4,18.7,15.955999999999998,2.7,34.4,2.7440000000000015,85.32620320855614,0.344,0.027000000000000003,5.488863999999999,0.430812
255,isu,wpc,2,t8,5,18.4,16.427,2.41,32.9,1.972999999999999,89.27717391304348,0.32899999999999996,0.0241,5.404482999999999,0.3958907
256,isu,wpc,2,t2,6,18.4,17.626,2.48,44,0.7739999999999974,95.79347826086958,0.44,0.0248,7.755440000000001,0.43712480000000004
257,isu,wpc,2,t7,7,18.6,16.555,3.05,35.3,2.0450000000000017,89.00537634408602,0.353,0.0305,5.843915,0.5049275
258,isu,wpc,2,t5,8,19,17.289,NA,NA,1.7109999999999985,90.99473684210527,NA,NA,NA,NA
259,isu,wpc,2,t0,9,18.3,17.683,NA,NA,0.6170000000000009,96.62841530054645,NA,NA,NA,NA
260,isu,wpc,2,t6,10,18.8,16.751,2.75,36,2.0489999999999995,89.10106382978724,0.36,0.0275,6.03036,0.4606525
261,isu,cr,2,t1,1,16.9,16.772999999999996,1.78,43.3,0.12700000000000244,99.24852071005915,0.433,0.0178,7.262708999999998,0.2985593999999999
262,isu,cr,2,t6,2,17.299999999999997,13.171,2.41,41.75,4.128999999999998,76.13294797687861,0.4175,0.0241,5.498892499999999,0.31742109999999996
263,isu,cr,2,t2,3,19.2,18.733999999999998,2,43.6,0.4660000000000011,97.57291666666667,0.436,0.02,8.168023999999999,0.37467999999999996
264,isu,cr,2,t9,4,16.9,13.668000000000003,1.99,43,3.2319999999999958,80.87573964497044,0.43,0.0199,5.877240000000001,0.27199320000000005
265,isu,cr,2,t4,5,20.2,18.049,2.19,42.8,2.151,89.35148514851485,0.428,0.0219,7.724971999999999,0.3952731
266,isu,cr,2,t7,6,22.499999999999996,16.348,2.79,42.1,6.1519999999999975,72.65777777777778,0.42100000000000004,0.0279,6.8825080000000005,0.4561092
267,isu,cr,2,NA,7,20.599999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,isu,cr,2,t5,8,22.7,18.671999999999997,2.89,42.4,4.028000000000002,82.2555066079295,0.424,0.028900000000000002,7.916927999999999,0.5396207999999999
269,isu,cr,2,t3,9,20.599999999999998,18.198999999999998,2.4,43.7,2.401,88.34466019417476,0.43700000000000006,0.024,7.9529630000000004,0.43677599999999994
270,isu,cr,2,t0,10,22.499999999999996,22.075,2.12,43.1,0.42499999999999716,98.11111111111113,0.431,0.0212,9.514325,0.46798999999999996
271,isu,pcro,2,t0,1,18.2,18.055,4.02,44.2,0.14499999999999957,99.2032967032967,0.442,0.04019999999999999,7.98031,0.7258109999999999
272,isu,pcro,2,t3,2,17.5,15.697999999999997,3.86,43.2,1.8020000000000032,89.70285714285713,0.43200000000000005,0.038599999999999995,6.781535999999999,0.6059427999999998
273,isu,pcro,2,t7,3,17.7,12.157,4.13,36.7,5.542999999999999,68.68361581920904,0.36700000000000005,0.041299999999999996,4.461619000000001,0.5020840999999999
274,isu,pcro,2,t1,4,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,isu,pcro,2,t4,5,18.8,15.671999999999999,4,43.3,3.128000000000002,83.36170212765957,0.433,0.04,6.785976,0.62688
276,isu,pcro,2,t6,6,18.6,14.629999999999997,4.43,39.1,3.970000000000004,78.65591397849461,0.391,0.0443,5.720329999999999,0.6481089999999998
277,isu,pcro,2,t9,7,18.6,14.144999999999998,4.15,37.4,4.455000000000004,76.04838709677418,0.374,0.0415,5.290229999999999,0.5870175
278,isu,pcro,2,t2,8,18.8,18.217,4.17,44.4,0.583000000000002,96.89893617021276,0.444,0.0417,8.088348,0.7596489
279,isu,pcro,2,t5,9,17.6,14.800999999999997,4.38,43.4,2.799000000000005,84.09659090909088,0.434,0.0438,6.423633999999998,0.6482837999999999
280,isu,pcro,2,t8,10,19,11.15,4.66,41.5,7.85,58.684210526315795,0.415,0.0466,4.62725,0.51959
281,isu,ar,2,NA,1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,isu,ar,2,t3,2,23.099999999999998,21.130999999999997,3.21,43.1,1.9690000000000012,91.47619047619047,0.431,0.0321,9.107460999999999,0.6783050999999998
283,isu,ar,2,NA,3,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,isu,ar,2,t6,4,21.499999999999996,15.848999999999997,3,33.5,5.651,73.71627906976744,0.335,0.03,5.3094149999999996,0.4754699999999999
285,isu,ar,2,t2,5,21.999999999999996,20.587999999999997,NA,NA,1.411999999999999,93.58181818181819,NA,NA,NA,NA
286,isu,ar,2,t1,6,20.9,19.011999999999997,3,34.1,1.8880000000000017,90.96650717703348,0.341,0.03,6.483091999999999,0.5703599999999999
287,isu,ar,2,t9,7,22.299999999999997,15.332999999999998,3.375,36.599999999999994,6.966999999999999,68.75784753363229,0.36599999999999994,0.03375,5.611877999999998,0.5174887499999999
288,isu,ar,2,t5,8,18.999999999999996,17.476,3.42,41,1.5239999999999974,91.97894736842106,0.41,0.0342,7.165159999999999,0.5976792
289,isu,ar,2,t7,9,21.599999999999998,14.454999999999998,3.18,32.5,7.145,66.92129629629629,0.325,0.0318,4.697875,0.459669
290,isu,ar,2,NA,10,21.999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,isu,gpc,2,t5,1,2.4000000000000004,2.3740000000000006,NA,NA,0.0259999999999998,98.91666666666667,NA,NA,NA,NA
292,isu,gpc,2,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,isu,gpc,2,t2,3,8.7,8.329,2.41,44.1,0.37099999999999866,95.73563218390805,0.441,0.0241,3.6730890000000005,0.20072890000000002
294,isu,gpc,2,NA,4,8.900000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,isu,gpc,2,t3,5,8.2,7.598,2.88,42.4,0.6019999999999994,92.65853658536585,0.424,0.0288,3.221552,0.2188224
296,isu,gpc,2,t9,6,9.100000000000001,7.652,2.94,31.4,1.4480000000000013,84.08791208791207,0.314,0.0294,2.402728,0.2249688
297,isu,gpc,2,NA,7,9.400000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,isu,gpc,2,NA,8,3.8,3.0280000000000005,NA,NA,0.7719999999999994,79.68421052631581,NA,NA,NA,NA
299,isu,gpc,2,t1,9,9.100000000000001,8.794,2.44,43.2,0.30600000000000094,96.63736263736263,0.43200000000000005,0.024399999999999998,3.7990080000000006,0.2145736
300,isu,gpc,2,t4,10,8.600000000000001,7.680000000000001,2.69,41.6,0.9200000000000008,89.30232558139534,0.41600000000000004,0.0269,3.1948800000000004,0.20659200000000003
301,isu,gpc,3,t4,1,14.1,12.074,2.42,42.4,2.026,85.63120567375887,0.424,0.0242,5.119376,0.2921908
302,isu,gpc,3,t7,2,13.5,10.925,NA,NA,2.5749999999999993,80.92592592592594,NA,NA,NA,NA
303,isu,gpc,3,t5,3,13.999999999999998,11.478,3.13,42.9,2.5219999999999985,81.9857142857143,0.429,0.0313,4.924062,0.3592614
304,isu,gpc,3,t9,4,14.199999999999998,9.527,3.82,44,4.672999999999998,67.09154929577466,0.44,0.0382,4.191879999999999,0.36393139999999996
305,isu,gpc,3,t0,5,13.999999999999998,13.445,NA,NA,0.5549999999999979,96.0357142857143,NA,NA,NA,NA
306,isu,gpc,3,t6,6,13.999999999999998,10.843,3.23,36.7,3.1569999999999983,77.45,0.36700000000000005,0.0323,3.9793810000000005,0.3502289
307,isu,gpc,3,t3,7,13.6,12.327,2.78,43.9,1.2729999999999997,90.63970588235294,0.439,0.0278,5.411553,0.34269059999999996
308,isu,gpc,3,t8,8,13.999999999999998,11.618,2.83,42.6,2.381999999999998,82.9857142857143,0.426,0.028300000000000002,4.949268,0.3287894
309,isu,gpc,3,t2,9,14,12.841000000000001,2.75,42.5,1.158999999999999,91.72142857142858,0.425,0.0275,5.457425000000001,0.35312750000000004
310,isu,gpc,3,t1,10,14.399999999999997,13.917999999999997,NA,NA,0.4819999999999993,96.65277777777777,NA,NA,NA,NA
311,isu,ar,3,t6,1,16.099999999999998,14.299,2.23,34.6,1.8009999999999984,88.8136645962733,0.34600000000000003,0.0223,4.9474540000000005,0.3188677
312,isu,ar,3,t4,2,20.9,19.008999999999997,1.91,40,1.8910000000000018,90.95215311004785,0.4,0.0191,7.603599999999999,0.3630718999999999
313,isu,ar,3,t8,3,18.999999999999996,16.281999999999996,2.06,36.1,2.718,85.69473684210526,0.361,0.0206,5.877801999999998,0.3354091999999999
314,isu,ar,3,t2,4,18.4,18.273999999999997,NA,NA,0.12600000000000122,99.31521739130434,NA,NA,NA,NA
315,isu,ar,3,t7,5,20.9,17.691,2.25,36.6,3.2089999999999996,84.64593301435407,0.366,0.0225,6.474906,0.39804749999999994
316,isu,ar,3,t1,6,18.999999999999996,18.921,1.83,41.2,0.07899999999999707,99.58421052631581,0.41200000000000003,0.0183,7.795452,0.3462543
317,isu,ar,3,t0,7,18.099999999999998,18.016,1.81,39.7,0.08399999999999963,99.53591160220995,0.397,0.0181,7.152352,0.3260896
318,isu,ar,3,t9,8,18.099999999999998,15.344999999999999,2.3,40.4,2.754999999999999,84.77900552486189,0.40399999999999997,0.023,6.199379999999999,0.35293499999999994
319,isu,ar,3,t3,9,20.4,18.926,1.92,41.9,1.4740000000000002,92.77450980392157,0.419,0.0192,7.929993999999999,0.36337919999999996
320,isu,ar,3,t5,10,19.8,17.455,2.12,38.6,2.3450000000000024,88.15656565656565,0.386,0.0212,6.737629999999999,0.370046
321,isu,pcro,3,t8,1,18,12.467,4.12,41.1,5.5329999999999995,69.26111111111112,0.41100000000000003,0.0412,5.123937000000001,0.5136404
322,isu,pcro,3,t4,2,18,13.786,3.75,44.1,4.214,76.58888888888889,0.441,0.0375,6.079626,0.516975
323,isu,pcro,3,t1,3,18.7,18.823,3.77,45.5,-0.12300000000000111,100.65775401069519,0.455,0.0377,8.564465,0.7096271
324,isu,pcro,3,t0,4,18.7,18.782,3.63,45.2,-0.08200000000000074,100.43850267379679,0.452,0.0363,8.489464,0.6817866
325,isu,pcro,3,t3,5,18.6,17.162,4.05,44.9,1.4380000000000024,92.26881720430107,0.449,0.0405,7.705737999999999,0.6950609999999999
326,isu,pcro,3,t7,6,18,11.651,3.87,44.5,6.349,64.72777777777777,0.445,0.0387,5.184695,0.45089369999999995
327,isu,pcro,3,t2,7,17.9,17.428,3.85,45.7,0.47199999999999775,97.36312849162012,0.457,0.0385,7.964596000000001,0.6709780000000001
328,isu,pcro,3,t9,8,18.1,13.28,3.75,40.3,4.820000000000002,73.37016574585634,0.40299999999999997,0.0375,5.351839999999999,0.49799999999999994
329,isu,pcro,3,t6,9,17.9,13.981,4.19,44.8,3.9189999999999987,78.10614525139665,0.44799999999999995,0.04190000000000001,6.263488,0.5858039
330,isu,pcro,3,t5,10,18.3,14.925999999999997,3.84,44,3.374000000000004,81.56284153005461,0.44,0.0384,6.567439999999999,0.5731583999999998
331,isu,wpc,3,t2,1,8.6,8.241,NA,NA,0.359,95.82558139534883,NA,NA,NA,NA
332,isu,wpc,3,t7,2,7.9,7.446999999999999,2.26,25.8,0.4530000000000012,94.26582278481011,0.258,0.0226,1.9213259999999999,0.16830219999999996
333,isu,wpc,3,t3,3,8.1,7.502000000000001,2.99,42.4,0.597999999999999,92.6172839506173,0.424,0.029900000000000003,3.180848,0.22430980000000003
334,isu,wpc,3,t1,4,7.1,6.992000000000001,2.68,44.4,0.10799999999999876,98.47887323943664,0.444,0.0268,3.1044480000000005,0.18738560000000004
335,isu,wpc,3,t0,5,8.1,7.949,2.72,44.1,0.1509999999999998,98.1358024691358,0.441,0.027200000000000002,3.505509,0.2162128
336,isu,wpc,3,t6,6,8.6,7.829000000000001,2.9,33,0.770999999999999,91.03488372093025,0.33,0.028999999999999998,2.5835700000000004,0.227041
337,isu,wpc,3,t5,7,8,6.98,2.89,39.7,1.0199999999999996,87.25,0.397,0.028900000000000002,2.7710600000000003,0.20172200000000004
338,isu,wpc,3,t9,8,6.5,5.946999999999999,2.6950000000000003,32.349999999999994,0.5530000000000008,91.49230769230769,0.32349999999999995,0.026950000000000002,1.9238544999999994,0.16027165
339,isu,wpc,3,t8,9,7.4,5.869999999999999,3.25,36.1,1.5300000000000011,79.32432432432431,0.361,0.0325,2.11907,0.19077499999999997
340,isu,wpc,3,t4,10,7.699999999999999,6.960000000000001,2.69,41.8,0.7399999999999984,90.38961038961041,0.418,0.0269,2.9092800000000003,0.18722400000000003
341,isu,cr,3,NA,1,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,isu,cr,3,t4,2,21.1,17.846,NA,NA,3.2540000000000013,84.5781990521327,NA,NA,NA,NA
343,isu,cr,3,t3,3,21,18.191,NA,NA,2.809000000000001,86.62380952380951,NA,NA,NA,NA
344,isu,cr,3,t1,4,18.4,18.043,NA,NA,0.3569999999999993,98.05978260869566,NA,NA,NA,NA
345,isu,cr,3,t5,5,18.1,15.835999999999997,NA,NA,2.2640000000000047,87.4917127071823,NA,NA,NA,NA
346,isu,cr,3,NA,6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,isu,cr,3,t7,7,17.7,18.361,NA,NA,-0.6610000000000014,103.73446327683618,NA,NA,NA,NA
348,isu,cr,3,t6,8,18.6,17.792,NA,NA,0.8079999999999998,95.65591397849462,NA,NA,NA,NA
349,isu,cr,3,t0,9,16.8,16.463,NA,NA,0.33699999999999974,97.99404761904762,NA,NA,NA,NA
350,isu,cr,3,t2,10,20,19.324,NA,NA,0.6759999999999984,96.62,NA,NA,NA,NA
351,isu,pcro,4,t7,1,13.999999999999998,9.738,4.67,41.8,4.261999999999999,69.55714285714286,0.418,0.0467,4.0704839999999995,0.45476459999999996
352,isu,pcro,4,t9,2,13.3,9.847,4.88,43.4,3.453000000000001,74.0375939849624,0.434,0.048799999999999996,4.273598,0.48053359999999995
353,isu,pcro,4,t1,3,13.1,13.041,4.83,43.9,0.058999999999999275,99.54961832061069,0.439,0.0483,5.724999,0.6298803000000001
354,isu,pcro,4,t2,4,13.899999999999997,13.348,5.31,45.1,0.551999999999996,96.0287769784173,0.451,0.053099999999999994,6.019948,0.7087787999999999
355,isu,pcro,4,t4,5,13.999999999999998,11.706,4.9,44.5,2.2939999999999987,83.61428571428571,0.445,0.049,5.20917,0.573594
356,isu,pcro,4,t3,6,13.2,11.047,4.68,44.1,2.1529999999999987,83.68939393939395,0.441,0.046799999999999994,4.871727,0.5169996
357,isu,pcro,4,t5,7,13.899999999999997,10.322,4.59,43.2,3.5779999999999976,74.25899280575541,0.43200000000000005,0.045899999999999996,4.459104,0.4737797999999999
358,isu,pcro,4,t6,8,14.1,10.29,4.81,43.4,3.8100000000000005,72.97872340425532,0.434,0.0481,4.465859999999999,0.4949489999999999
359,isu,pcro,4,t0,9,14.1,13.985999999999999,5.51,44.9,0.11400000000000077,99.19148936170212,0.449,0.055099999999999996,6.279713999999999,0.7706285999999999
360,isu,pcro,4,t8,10,14.299999999999999,9.409,5.27,43.9,4.890999999999998,65.7972027972028,0.439,0.0527,4.1305510000000005,0.4958543
361,isu,cr,4,t6,1,19.8,15.993999999999998,2.19,39.7,3.8060000000000027,80.77777777777776,0.397,0.0219,6.3496179999999995,0.35026859999999993
362,isu,cr,4,t1,2,19.3,19.048,1.78,43.2,0.25200000000000244,98.6943005181347,0.43200000000000005,0.0178,8.228736,0.3390544
363,isu,cr,4,t8,3,20,16.287,2.05,42.2,3.713000000000001,81.43499999999999,0.42200000000000004,0.020499999999999997,6.873114,0.33388349999999994
364,isu,cr,4,t4,4,19.7,17.658,1.77,43.5,2.041999999999998,89.63451776649747,0.435,0.0177,7.68123,0.3125466
365,isu,cr,4,t0,5,20.1,19.41,1.84,43.3,0.6900000000000013,96.56716417910447,0.433,0.0184,8.40453,0.357144
366,isu,cr,4,t3,6,20,18.819,2.31,40.6,1.181000000000001,94.095,0.406,0.0231,7.6405140000000005,0.43471889999999996
367,isu,cr,4,t2,7,20.2,19.616,1.04,27.3,0.5839999999999996,97.10891089108911,0.273,0.0104,5.355168,0.20400639999999998
368,isu,cr,4,t9,8,18.7,14.509,2.225,41.349999999999994,4.190999999999999,77.58823529411765,0.4134999999999999,0.022250000000000002,5.999471499999999,0.32282525000000006
369,isu,cr,4,t7,9,20.1,15.661,2.16,41.5,4.439000000000002,77.91542288557213,0.415,0.0216,6.499314999999999,0.3382776
370,isu,cr,4,t5,10,18.4,15.572999999999999,NA,NA,2.827,84.63586956521739,NA,NA,NA,NA
371,isu,wpc,4,t1,1,20.9,20.801,NA,NA,0.0990000000000002,99.52631578947368,NA,NA,NA,NA
372,isu,wpc,4,t6,2,21.2,19.154999999999998,NA,NA,2.0450000000000017,90.35377358490565,NA,NA,NA,NA
373,isu,wpc,4,t5,3,20.9,18.459,NA,NA,2.440999999999999,88.32057416267943,NA,NA,NA,NA
374,isu,wpc,4,t2,4,21.499999999999996,20.7,2.71,44,0.7999999999999972,96.27906976744187,0.44,0.0271,9.108,0.56097
375,isu,wpc,4,t4,5,20.999999999999996,19.782999999999998,NA,NA,1.2169999999999987,94.20476190476191,NA,NA,NA,NA
376,isu,wpc,4,t0,6,20.799999999999997,20.691999999999997,NA,NA,0.10800000000000054,99.48076923076923,NA,NA,NA,NA
377,isu,wpc,4,t9,7,21.099999999999998,18.058999999999997,3.06,37.6,3.0410000000000004,85.58767772511848,0.376,0.030600000000000002,6.790183999999999,0.5526053999999999
