location,crop,block,days,forage_initial_drywt_g,forage_final_drywt_g,forage_pct_n,forage_pct_c,forage_t0_c_g,forage_t0_n_g,forage_collected_c_g,forage_collected_n_g,forage_pct_remain,forage_pct_c_remain,forage_pct_n_remain,tea_initial_drywt_g,tea_final_drywt_g,tea_pct_n,tea_pct_c,tea_t0_c_g,tea_t0_n_g,tea_collected_c_g,tea_collected_n_g,tea_pct_remain,tea_pct_c_remain,tea_pct_n_remain
WIU,CR,1,12,15.2,13.402,1.69,42,6.3839999999999995,0.2964,5.628839999999999,0.227834,88.171,88.17105263157895,76.86707152496626,2.2,1.462,4.28,48,1.00045,0.07205,0.7017599999999999,0.06286599999999999,66.45454545454544,70.14443500424807,87.25329632199859
WIU,CR,1,8,15.3,14.111,1.7,40,6.426,0.29835,5.644400000000001,0.23988700000000002,92.229,87.8369125427949,80.40455840455841,2.2,1.598,2.79,35.1,1.00045,0.07205,0.560898,0.044744000000000006,72.63636363636363,56.06457094307561,62.10131852879945
WIU,CR,1,35,14.9,11.517,2.28,41.4,6.258,0.29055000000000003,4.768038,0.264891,77.295,76.19108341323107,91.16881775942177,2.3,1.208,4.91,47,1.045925,0.075325,0.5677599999999999,0.059192,52.52173913043479,54.28305088796998,78.58214404248257
WIU,CR,1,0,15.2,14.750000000000002,1.965,42.525,6.3839999999999995,0.2964,6.268750000000001,0.29500000000000004,97.039,98.19470551378448,99.52766531713901,2,1.993,3.485,46.825,0.9095,0.0655,0.9327240000000001,0.06975500000000001,99.65,102.55349092908193,106.49618320610688
WIU,CR,1,16,15.3,NA,NA,NA,6.426,0.29835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIU,CR,1,25,15.4,13.16,1.86,40.3,6.468,0.3003,5.30348,0.25004,85.455,81.995670995671,83.26340326340326,2.2,1.171,4.49,45.2,1.00045,0.07205,0.529292,0.052695,53.22727272727272,52.90539257334199,73.13671061762665
WIU,CR,1,20,17.1,13.035,1.96,34.6,7.182,0.33345,4.51011,0.2607,76.228,62.79741019214703,78.18263607737292,2.1,NA,NA,NA,0.954975,0.068775,NA,NA,NA,NA,NA
WIU,AR,1,12,11.6,9.31,2.77,35.1,4.843,0.2929,3.26781,0.26068,80.259,67.47491224447656,88.99965858654832,2.3,1.653,4.09,41.9,1.129875,0.0943,0.692607,0.067773,71.86956521739131,61.299435778294054,71.86956521739131
WIU,AR,1,30,12.3,8.922,2.49,38.6,5.13525,0.31057500000000005,3.4438920000000004,0.22305000000000003,72.537,67.06376515262158,71.81840135233035,2.3,1.338,4.3,43.9,1.129875,0.0943,0.5873820000000001,0.057534,58.173913043478265,51.98645867905742,61.01166489925769
WIU,AR,1,6,11.6,11.028,2.58,39.5,4.843,0.2929,4.35606,0.286728,95.069,89.94548833367747,97.89279617616934,2.1,1.894,3.82,45.7,1.031625,0.08610000000000001,0.8655579999999999,0.071972,90.19047619047619,83.90238701078395,83.59117305458767
WIU,AR,1,4,11.8,11.423,2.69,40.2,4.9265,0.29795000000000005,4.592046,0.308421,96.805,93.2111235156805,103.51434804497397,2,1.981,3.41,45.7,0.9825,0.082,0.905317,0.06735400000000001,99.05000000000001,92.14422391857507,82.1390243902439
WIU,AR,1,0,11.9,11.867,2.61,41.3,4.96825,0.30047500000000005,4.901071,0.308542,99.723,98.64783374427614,102.6847491471836,2.2,2.017,3.85,49.5,1.08075,0.09020000000000002,0.9984149999999999,0.07664599999999999,91.68181818181817,92.38167938931296,84.97339246119732
WIU,AR,1,35,12,7.891,2.71,37.7,5.01,0.30300000000000005,2.974907,0.213057,65.758,59.37938123752495,70.3158415841584,2.1,NA,0.498,3.97,1.031625,0.08610000000000001,NA,NA,NA,NA,NA
WIU,AR,1,8,12.6,11.484,2.51,39.8,5.2604999999999995,0.31815,4.570632,0.2871,91.143,86.88588537211292,90.24045261669025,2.4,2.032,3.39,41.4,1.179,0.0984,0.841248,0.06908800000000001,84.66666666666667,71.35267175572518,70.21138211382116
WIU,AR,1,25,12.2,8.735,2.66,40.2,5.0935,0.30805,3.51147,0.23584499999999997,71.598,68.94021792480613,76.5606232754423,2,1.355,NA,NA,0.9825,0.082,NA,NA,67.75,NA,NA
WIU,AR,1,20,12.9,9.856,2.64,36.9,5.38575,0.32572500000000004,3.636864,0.256256,76.403,67.52753098454255,78.67249980812034,2.2,1.56,4.2,44.4,1.08075,0.09020000000000002,0.69264,0.06552000000000001,70.9090909090909,64.08882720333102,72.63858093126385
WIU,AR,1,16,13.3,8.912,2.55,36,5.55275,0.33582500000000004,3.20832,0.22280000000000003,67.008,57.77893836387376,66.34407801682424,2.1,1.513,2.89,30.2,1.031625,0.08610000000000001,0.45692599999999994,0.043877,72.04761904761904,44.29186962316733,50.960511033681755
WIU,WPC,2,30,20.200000000000003,18.664,2.53,35.9,8.726400000000002,0.5454000000000001,6.700376,0.46660000000000007,92.396,76.78281994866151,85.55188852218555,2.3,1.875,2.68,28.1,1.0384499999999999,0.08739999999999999,0.5268750000000001,0.050624999999999996,81.5217391304348,50.73667485194281,57.923340961098404
WIU,WPC,2,6,20.1,20.05,2.49,40.2,8.683200000000001,0.5427000000000001,8.0601,0.5012500000000001,99.751,92.82407407407408,92.36226276027271,2.1,1.856,3.05,42.1,0.94815,0.0798,0.781376,0.05568,88.38095238095238,82.41058904181827,69.77443609022556
WIU,WPC,2,12,20.4,18.652,2.61,39.7,8.8128,0.5508,7.404844000000001,0.484952,91.431,84.02373819898331,88.04502541757444,2.1,2.02,3.41,36.9,0.94815,0.0798,0.74538,0.06868,96.19047619047618,78.61414333175131,86.06516290726817
WIU,WPC,2,20,20.6,18.705,2.61,34.7,8.8992,0.5562,6.490634999999999,0.48632999999999993,90.801,72.9350391046386,87.43797195253504,2.3,1.961,NA,NA,1.0384499999999999,0.08739999999999999,NA,NA,85.2608695652174,NA,NA
WIU,WPC,2,0,20.7,20.373,2.665,43.15,8.9424,0.5589,8.801136,0.550071,98.42,98.42028985507247,98.42028985507247,2.1,2.031,3.97,46.8,0.94815,0.0798,0.9505080000000001,0.08124,96.71428571428572,100.24869482676793,101.80451127819549
WIU,WPC,2,4,20.1,19.866,2.58,41.8,8.683200000000001,0.5427000000000001,8.303988,0.516516,98.836,95.63280818131562,95.17523493642895,2.3,2.188,3.81,48,1.0384499999999999,0.08739999999999999,1.05024,0.08314400000000001,95.1304347826087,101.13534594828832,95.13043478260872
WIU,WPC,2,8,20.2,20.03,2.07,36.3,8.7264,0.5454,7.2708900000000005,0.42063000000000006,99.158,83.32061331133114,77.12321232123213,2.2,2.241,2.17,24.5,0.9933000000000001,0.08360000000000001,0.549045,0.049302,101.86363636363636,55.274841437632126,58.973684210526315
WIU,WPC,2,25,21.2,18.065,2.37,37.6,9.1584,0.5724,6.792440000000001,0.43356000000000006,85.212,74.16622990915445,75.74423480083858,2,1.544,3.22,37.9,0.903,0.076,0.585176,0.049408,77.2,64.80354374307863,65.01052631578948
WIU,WPC,2,16,19.9,NA,2.27,30,8.5968,0.5373,NA,NA,NA,NA,NA,2.1,NA,3.3,40.3,0.94815,0.0798,NA,NA,NA,NA,NA
WIU,WPC,2,35,21.3,18.373,2.29,34.8,9.201600000000001,0.5751000000000001,6.393804,0.42257900000000004,86.258,69.48578508085549,73.4792210050426,2,NA,2.49,26.4,0.903,0.076,NA,NA,NA,NA,NA
WIU,CR,2,12,15.5,13.272,2,41.4,6.51,0.30225,5.4946079999999995,0.26544,85.626,84.40258064516128,87.8213399503722,2.1,1.388,4.47,47.4,0.954975,0.068775,0.6579119999999999,0.062459999999999995,66.09523809523809,68.89311238514097,90.81788440567065
WIU,CR,2,35,15.6,12.61,2.51,33,6.552,0.30419999999999997,4.1613,0.31525000000000003,80.833,63.51190476190476,103.63247863247864,2,NA,NA,NA,0.9095,0.0655,NA,NA,NA,NA,NA
WIU,CR,2,0,15.5,15.475,1.965,42.525,6.51,0.30225,6.576874999999999,0.3095,99.839,101.02726574500767,102.39867659222497,2.1,2.117,3.485,46.825,0.954975,0.068775,0.9907560000000001,0.07409500000000001,100.80952380952381,103.74679965444122,107.735368956743
WIU,CR,2,4,15.3,14.991,1.64,42.3,6.426,0.29835,6.341193,0.23985599999999999,97.98,98.68025210084032,80.39416792357969,2.1,1.971,3.34,41.9,0.954975,0.068775,0.82584900000000006,0.065043,93.85714285714286,86.478598916202,94.57360959651037
WIU,CR,2,6,15.6,15.234000000000002,1.7,42.5,6.552,0.30419999999999997,6.474450000000001,0.25897800000000004,97.654,98.81639194139196,85.13412228796847,2.4,2.095,3.96,48.5,1.0914,0.0786,1.016075,0.08380000000000001,87.29166666666669,93.09831409199195,106.61577608142494
WIU,CR,2,25,15.6,12.601,2.02,39.8,6.552,0.30419999999999997,5.015198000000001,0.25202,80.776,76.54453601953604,82.84681130834979,2.4,1.298,3.43,39.5,1.0914,0.0786,0.51271,0.044132000000000005,54.083333333333336,46.97727689206524,56.147582697201024
WIU,CR,2,16,15.5,12.646,1.84,43.3,6.51,0.30225,5.4757180000000005,0.227628,81.587,84.11241167434717,75.31116625310173,NA,1.218,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIU,CR,2,8,15.4,14.495,1.98,42,6.468,0.3003,6.087899999999999,0.2899,94.123,94.12337662337661,96.53679653679653,2.1,1.834,2.49,25.9,0.954975,0.068775,0.47500600000000004,0.04585,87.33333333333333,49.740150265713766,66.66666666666666
WIU,CR,2,30,14.5,11.159,2.37,40.5,6.09,0.28275,4.519395,0.267816,76.959,74.21009852216748,94.71830238726791,2.2,1.205,4.77,44.4,1.00045,0.07205,0.53502,0.05784,54.77272727272727,53.47793492928182,80.27758501040944
WIU,CR,2,20,15.5,12.497,2.13,41.6,6.51,0.30225,5.198752,0.26243700000000003,80.626,79.8579416282642,86.82779156327544,NA,1.149,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIU,PCRO,2,30,17.4,14.451,2.78,40.7,7.8126,0.7481999999999999,5.881557,0.40462800000000004,83.052,75.28296597803549,54.080192461908595,2.2,1.572,4,38.7,0.9812000000000001,0.07260000000000001,0.608364,0.06288,71.45454545454545,62.00203832042397,86.61157024793388
WIU,PCRO,2,16,16.799999999999997,14.721000000000002,2.79,38.4,7.543199999999999,0.7223999999999998,5.652864000000001,0.41218800000000005,87.625,74.9398663697105,57.05813953488374,2.3,1.879,3.2,33.8,1.0258,0.0759,0.63510200000000006,0.060128,81.69565217391305,61.91284850848119,79.22002635046114
WIU,PCRO,2,12,16.799999999999997,13.896,3.06,40,7.543199999999999,0.7223999999999998,5.558400000000001,0.43077600000000005,82.714,73.68755965637928,59.631229235880426,2.1,1.7,3.54,40.2,0.9366000000000001,0.0693,0.6834,0.059500000000000004,80.95238095238095,72.96604740550929,85.85858585858587
WIU,PCRO,2,35,16.5,10.583,2.49,30.3,7.4085,0.7094999999999999,3.206649,0.264575,64.139,43.28337720186273,37.29034531360113,2.2,1.971,2.91,29.5,0.9812000000000001,0.07260000000000001,0.581445,0.05715900000000001,89.5909090909091,59.25856094578067,78.73140495867769
WIU,PCRO,2,4,17.099999999999998,16.919999999999998,2.76,42.3,7.677899999999999,0.7352999999999998,7.157159999999999,0.47375999999999996,98.947,93.21767670847497,64.43084455324359,2.1,1.979,3.11,38.6,0.9366000000000001,0.0693,0.7638940000000001,0.061349,94.23809523809524,81.5603245782618,88.52669552669553
WIU,PCRO,2,25,16.7,NA,2.26,25.7,7.4982999999999995,0.7181,NA,NA,NA,NA,NA,2.1,1.681,2.88,30.4,0.9366000000000001,0.0693,0.511024,0.048749,80.04761904761905,54.561605808242575,70.34487734487735
WIU,PCRO,2,0,17.5,17.287,4.25,44.9,7.8575,0.7525,7.761863,0.7433409999999999,98.783,98.78285714285714,98.78285714285714,2.1,2.067,3.83,42.6,0.9366000000000001,0.0693,0.880542,0.078546,98.42857142857143,94.01473414477898,113.34199134199135
WIU,PCRO,2,20,17.3,12.453,3.13,38.5,7.7677000000000005,0.7439,4.794405,0.38604299999999997,71.983,61.72232449759903,51.89447506385266,2.2,1.474,4.04,43.7,0.9812000000000001,0.07260000000000001,0.644138,0.05896,67,65.64798206278026,81.2121212121212
