location,crop,block,days,forage_initial_drywt_g,forage_final_drywt_g,forage_pct_n,forage_pct_c,forage_t0_c_g,forage_t0_n_g,forage_collected_c_g,forage_collected_n_g,forage_pct_remain,forage_pct_c_remain,forage_pct_n_remain,tea_initial_drywt_g,tea_final_drywt_g,tea_pct_n,tea_pct_c,tea_t0_c_g,tea_t0_n_g,tea_collected_c_g,tea_collected_n_g,tea_pct_remain,tea_pct_c_remain,tea_pct_n_remain
WIU,PCRO,2,8,18.7,17.144,2.84,40.7,8.3963,0.8040999999999999,6.977607999999999,0.48003199999999996,91.679,83.10336695925585,59.698047506529036,2.1,1.993,3.56,45.8,0.9366000000000001,0.0693,0.9127940000000001,0.07174799999999999,94.9047619047619,97.45825325645954,103.53246753246752
WIU,PCRO,2,6,19.4,19.291,2.59,39.7,8.7106,0.8341999999999998,7.658527,0.501566,99.438,87.92192271485317,60.125389594821385,2.1,2.155,3.28,38.9,0.9366000000000001,0.0693,0.8382949999999999,0.071115,102.6190476190476,89.50405722827246,102.6190476190476
WIU,GPC,2,16,20.9,19.096,1.88,19.7,9.138525,0.47024999999999995,3.761912,0.362824,91.368,41.165417832746535,77.15555555555555,2.2,2.126,2.35,32.2,1.04885,0.09295000000000002,0.684572,0.051024,96.63636363636363,65.26881822948944,54.89402904787519
WIU,GPC,2,12,20.7,18.435,2.51,38,9.051075,0.46574999999999994,7.005299999999999,0.460875,89.058,77.39743621614006,98.95330112721417,2.2,1.63,3.76,46.7,1.04885,0.09295000000000002,0.7612099999999999,0.061939999999999995,74.09090909090908,72.57567812365923,66.63797740720815
WIU,GPC,2,30,20.6,18.637,2.3,33.1,9.00735,0.4635,6.168847,0.428651,90.471,68.48681354671463,92.48133764832794,2.2,1.572,3.07,36.3,1.04885,0.09295000000000002,0.570636,0.048732000000000004,71.45454545454545,54.40587309910855,52.42818719741796
WIU,GPC,2,20,21,20.252,2.07,30,9.18225,0.4725,6.0756,0.425292,96.438,66.16678918565711,90.00888888888889,2.1,1.765,2.97,30.9,1.0011750000000001,0.08872500000000001,0.545385,0.05295,84.04761904761904,54.47449247134616,59.67878275570582
WIU,GPC,2,35,20.5,18.684,2.47,29.6,8.963625,0.46125,5.530464,0.46710000000000007,91.141,61.698966656905,101.26829268292686,2.1,NA,NA,NA,1.0011750000000001,0.08872500000000001,NA,NA,NA,NA,NA
WIU,GPC,2,4,20.9,20.513,2.6,41.7,9.138525,0.47024999999999995,8.553921,0.533338,98.148,93.60286260638343,113.41584263689528,2.1,2.141,NA,NA,1.0011750000000001,0.08872500000000001,NA,NA,101.95238095238095,NA,NA
WIU,GPC,2,0,20.9,20.776,2.24,44,9.138525,0.47024999999999995,9.14144,0.457072,99.407,100.03189792663476,97.19766081871346,2.1,2.046,4.89,46,1.0011750000000001,0.08872500000000001,0.94116,0.100254,97.42857142857142,94.00554348640347,112.99408284023667
WIU,GPC,2,8,20.9,20.542,2.53,41.8,9.138525,0.47024999999999995,8.586556,0.5135500000000001,98.287,93.95997712978846,109.2078681552366,2.1,1.641,3.35,41.3,1.0011750000000001,0.08872500000000001,0.6777329999999999,0.055794,78.14285714285714,67.69375983219716,62.88419273034657
WIU,GPC,2,6,20.7,20.241,2.37,39.4,9.051075,0.46574999999999994,7.974954,0.485784,97.783,88.1105725010565,104.30144927536233,2.1,1.976,NA,NA,1.0011750000000001,0.08872500000000001,NA,NA,94.09523809523809,NA,NA
WIU,GPC,2,25,20.8,17.105,2.71,27.5,9.094800000000001,0.46799999999999997,4.703875000000001,0.461835,82.236,51.720488630865994,98.6826923076923,2.2,1.766,2.71,27.7,1.04885,0.09295000000000002,0.48918200000000006,0.047682,80.27272727272727,46.63984363827049,51.29854760623991
WIU,AR,2,16,15.2,11.792,2.62,39.4,6.345999999999999,0.38380000000000003,4.646048,0.306592,77.579,73.21222817522852,79.88327253778009,2.1,1.554,3.83,38.4,1.031625,0.08610000000000001,0.596736,0.059052,74,57.84427480916031,68.58536585365853
WIU,AR,2,20,15.500000000000002,9.414,2.87,38.3,6.47125,0.3913750000000001,3.605562,0.273006,60.735,55.71662352713926,69.75560523794314,2.2,1.455,4.28,41,1.08075,0.09020000000000002,0.59655,0.062565,66.13636363636364,55.19777931991672,69.36252771618624
WIU,AR,2,35,16.2,11.82,2.55,37.7,6.7635,0.40905,4.45614,0.29550000000000004,72.963,65.88511865158573,72.24055738907225,2.2,1.534,2.81,29.5,1.08075,0.09020000000000002,0.45253,0.042952000000000004,69.72727272727272,41.87184825352764,47.61862527716186
WIU,AR,2,30,16.2,NA,2.59,38.5,6.7635,0.40905,NA,NA,NA,NA,NA,2.1,NA,4.31,42.2,1.031625,0.08610000000000001,NA,NA,NA,NA,NA
WIU,AR,2,0,15.5,15.125,2.5275,41.9,6.4712499999999995,0.39137500000000003,6.337375,0.37812500000000004,97.581,97.93123430558238,96.61450015969339,2.2,2.109,4.18,49.025,1.08075,0.09020000000000002,1.03341,0.088578,95.86363636363635,95.61970853573905,98.20177383592016
WIU,AR,2,6,16,15.073,2.48,41,6.68,0.404,6.17993,0.376825,94.206,92.51392215568862,93.27351485148515,2.2,1.959,3.56,44.3,1.08075,0.09020000000000002,0.8678370000000001,0.070524,89.04545454545453,80.29951422623178,78.18625277161861
WIU,AR,2,8,15.3,13.791,2.55,37.9,6.38775,0.38632500000000003,5.226789,0.34477500000000005,90.137,81.82519666549256,89.24480683362455,2.1,2.137,3.55,39.2,1.031625,0.08610000000000001,0.837704,0.07479500000000001,101.76190476190476,81.20237489397795,86.869918699187
WIU,AR,2,4,15.3,14.899,2.64,41.7,6.38775,0.38632500000000003,6.212883,0.38737399999999994,97.379,97.26246330867676,100.27153303565647,2.2,2.11,3.73,46.4,1.08075,0.09020000000000002,0.97904,0.07806999999999999,95.9090909090909,90.58894286375202,86.55210643015519
WIU,AR,2,12,15,12.047,2.41,41.1,6.262499999999999,0.37875000000000003,4.9513169999999995,0.289128,80.313,79.06294610778444,76.33742574257425,2.3,1.703,3.76,40.8,1.129875,0.0943,0.694824,0.06471400000000001,74.04347826086958,61.495652173913044,68.62566277836693
WIU,AR,2,25,15,10.17,2.64,35.7,6.262499999999999,0.37875000000000003,3.63069,0.26442,67.8,57.97508982035928,69.81386138613861,2.1,1.563,3.55,39.2,1.031625,0.08610000000000001,0.612696,0.054705000000000004,74.42857142857142,59.391348600508906,63.53658536585366
WIU,GPC,3,6,16.5,16.177,2.19,43.4,7.214625000000001,0.37124999999999997,7.020817999999999,0.355894,98.042,97.31369267286932,95.8637037037037,2.3,2.01,3.6,45.3,1.096525,0.097175,0.91053,0.07236,87.39130434782608,83.03777843642416,74.46359660406483
WIU,GPC,3,25,15,14.364999999999998,2.31,32.3,6.558750000000001,0.33749999999999997,4.639894999999999,0.33039499999999994,95.767,70.74358681151132,97.89481481481481,2.1,NA,1.87,9.38,1.0011750000000001,0.08872500000000001,NA,NA,NA,NA,NA
WIU,GPC,3,12,15.9,15.468,2.34,36.7,6.952275,0.35775,5.676756,0.35576399999999997,97.283,81.6532142356279,99.44486373165617,2.3,1.826,3.46,38.3,1.096525,0.097175,0.699358,0.06391000000000001,79.3913043478261,63.7794851918561,65.7679444301518
WIU,GPC,3,8,15.5,14.659,2.13,42,6.777375,0.34875,6.15678,0.30783900000000003,94.574,90.84313616997731,88.26924731182797,2.2,1.947,NA,NA,1.04885,0.09295000000000002,NA,NA,88.5,NA,NA
WIU,GPC,3,16,15.1,13.576,2.06,28.3,6.602475,0.33975,3.842008,0.285096,89.907,58.190421016361285,83.91346578366446,2.3,2.292,2.73,28,1.096525,0.097175,0.64176,0.061883999999999995,99.65217391304347,58.52670937735118,63.68304605093902
WIU,GPC,3,30,15.6,14.057,2.55,37.1,6.8211,0.351,5.215147,0.35142500000000004,90.109,76.45609945609945,100.12108262108264,2.2,1.763,3.39,31.3,1.04885,0.09295000000000002,0.551819,0.059942,80.13636363636363,52.611812937979686,64.4884346422808
WIU,GPC,3,4,15.1,14.911,2.54,41.4,6.602475,0.33975,6.173153999999999,0.372775,98.748,93.49757477309643,109.72038263428993,2.1,1.984,3.77,46,1.0011750000000001,0.08872500000000001,0.91264,0.075392,94.47619047619047,91.15689065348215,84.97266835728374
WIU,GPC,3,35,15.4,12.823,2.61,34.7,6.733650000000001,0.3465,4.449581,0.33339799999999997,83.266,66.07977842626212,96.21875901875902,2.2,1.652,3.66,36.2,1.04885,0.09295000000000002,0.598024,0.06112399999999999,75.09090909090908,57.01711398198026,65.76008606777836
WIU,GPC,3,20,15.9,13.238,2.63,42.3,6.952275,0.35775,5.599673999999999,0.344188,83.258,80.54448364024725,96.20908455625437,2.2,1.45,4.2,43.9,1.04885,0.09295000000000002,0.63655,0.0609,65.9090909090909,60.69027983029031,65.51909628832705
WIU,GPC,3,0,15.7,15.473,2.43,42.9,6.864825,0.35324999999999995,6.637917,0.371352,98.554,96.69462804951327,105.12441613588112,2.3,2.052,3.8,48.9,1.096525,0.097175,1.003428,0.077976,89.21739130434784,91.509815097695,80.24286081811167
WIU,WPC,3,30,16.2,14.372,2.31,44.5,6.998399999999999,0.43739999999999996,6.3955400000000004,0.330556,88.716,91.38574531321446,75.57293095564702,2,1.548,2.6,31.8,0.903,0.076,0.49226400000000003,0.040248,77.4,54.51428571428571,52.95789473684211
WIU,WPC,3,0,14.8,14.707999999999998,2.665,43.15,6.3936,0.3996,6.3538559999999995,0.39711599999999997,99.378,99.37837837837836,99.37837837837836,2.1,2.089,3.97,46.8,0.94815,0.0798,0.9776520000000001,0.08356,99.47619047619047,103.11153298528714,104.71177944862156
WIU,WPC,3,8,15.7,15.513000000000002,2.11,39.2,6.7824,0.4239,6.0810960000000005,0.32577300000000003,98.809,89.65994338287334,76.85138004246286,2.1,1.903,NA,NA,0.94815,0.0798,NA,NA,90.61904761904762,NA,NA
WIU,WPC,3,12,15.9,13.98,2.49,42.9,6.8688,0.4293,5.99742,0.34950000000000003,87.925,87.31394129979036,81.4116002795248,2.1,NA,NA,NA,0.94815,0.0798,NA,NA,NA,NA,NA
WIU,WPC,3,25,14.5,12.753,2.22,41.7,6.264,0.3915,5.318001,0.280566,87.952,84.8978448275862,71.66436781609194,2.2,1.404,4.54,45.1,0.9933000000000001,0.08360000000000001,0.633204,0.06318,63.818181818181806,63.74750830564784,75.57416267942583
WIU,WPC,3,35,15,11.359,3.07,37.6,6.4799999999999995,0.40499999999999997,4.270984,0.35212899999999997,75.727,65.91024691358027,86.94543209876542,2.1,1.462,3.93,39.3,0.94815,0.0798,0.574566,0.057018,69.61904761904762,60.59863945578231,71.45112781954887
WIU,WPC,3,4,14.7,14.465000000000002,2.48,43.7,6.3504,0.3969,6.321205000000001,0.3616250000000001,98.401,99.54026518014615,91.11237087427565,2.1,2.062,3.86,47.4,0.94815,0.0798,0.9773879999999999,0.08041799999999999,98.19047619047619,103.08368928966934,100.77443609022556
WIU,WPC,3,20,14.5,10.601,3.03,32.5,6.264,0.3915,3.4453250000000004,0.31803000000000003,73.11,55.00199553001277,81.23371647509579,2.1,1.668,3.85,35.6,0.94815,0.0798,0.5938079999999999,0.063384,79.42857142857143,62.628065179560174,79.42857142857143
WIU,WPC,3,6,14,13.434,2.95,42.4,6.048,0.378,5.696015999999999,0.40302,95.957,94.18015873015871,106.61904761904762,2.1,1.846,3.35,46,0.94815,0.0798,0.84916,0.06276400000000001,87.90476190476191,89.55966882877182,78.65162907268173
WIU,WPC,3,16,13.7,11.514,2.74,38.2,5.918399999999999,0.36989999999999995,4.3983479999999995,0.310878,84.044,74.31650446066504,84.04379562043796,2,1.685,2.64,32,0.903,0.076,0.5392,0.04381,84.25,59.71207087486157,57.644736842105274
WIU,AR,3,25,16,13.412,2.79,29.9,6.68,0.404,4.010188,0.37553600000000004,83.825,60.03275449101797,92.95445544554455,2,2.144,2.35,22.7,0.9825,0.082,0.48668800000000007,0.051456,107.2,49.535674300254456,62.75121951219512
WIU,AR,3,8,16.2,15.632,2.98,36.6,6.7635,0.40905,5.721312,0.46896,96.494,84.59099578620537,114.64613127979464,2.1,1.927,3.45,39.3,1.031625,0.08610000000000001,0.7573110000000001,0.065518,91.76190476190476,73.40952380952382,76.09523809523809
WIU,AR,3,35,15.7,NA,NA,NA,6.554749999999999,0.396425,NA,NA,NA,NA,NA,2.1,NA,NA,NA,1.031625,0.08610000000000001,NA,NA,NA,NA,NA
WIU,AR,3,6,16,15.267,3.08,43.3,6.68,0.404,6.610611,0.473277,95.419,98.96124251497007,117.14777227722773,2.2,1.927,3.65,44.2,1.08075,0.09020000000000002,0.851734,0.069372,87.59090909090908,78.80953041869073,76.90909090909089
WIU,AR,3,4,15.5,15.123,2.8,43.2,6.4712499999999995,0.39137500000000003,6.533136,0.423444,97.568,100.95632219432105,108.19393165122963,2.1,2.074,3.48,46.5,1.031625,0.08610000000000001,0.96441,0.07259,98.76190476190474,93.48455107233733,84.30894308943088
WIU,AR,3,30,15.7,10.42,2.77,32,6.554749999999999,0.396425,3.3344,0.29176,66.369,50.86997978565163,73.59778016018163,2.1,1.593,3.44,33.8,1.031625,0.08610000000000001,0.5384340000000001,0.054162,75.85714285714286,52.19280261723011,62.90592334494774
WIU,AR,3,16,15.6,14.053,2.55,32.5,6.513,0.39390000000000003,4.5672250000000005,0.35132500000000005,90.083,70.124750499002,89.1914191419142,2.1,1.573,3.09,31.9,1.031625,0.08610000000000001,0.501787,0.048763,74.9047619047619,48.64044589846117,56.63530778164924
WIU,AR,3,20,15.9,12.949,2.97,38.6,6.63825,0.401475,4.998314,0.38847,81.44,75.29565774112153,96.76069493741825,2.2,1.598,3.77,39.3,1.08075,0.09020000000000002,0.6280140000000001,0.060724,72.63636363636363,58.10909090909091,67.32150776053214
WIU,AR,3,12,15.8,13.507,3.09,40.5,6.5965,0.39895,5.470335,0.418717,85.487,82.92784052148868,104.95475623511719,2.1,1.798,3.25,34.5,1.031625,0.08610000000000001,0.6203099999999999,0.057536000000000004,85.61904761904762,60.129407488186104,66.82462253193961
WIU,AR,3,0,15.7,14.974,2.5275,41.9,6.554749999999999,0.396425,6.274106,0.37435,95.376,95.71846370952363,94.43148136469698,2.1,1.994,4.18,49.025,1.031625,0.08610000000000001,0.9770599999999999,0.083748,94.95238095238095,94.71077184054283,97.26829268292683
WIU,CR,3,30,16,13.382,1.93,40.5,6.72,0.312,5.41971,0.254258,83.638,80.65044642857143,81.4929487179487,2.1,1.22,4.1,39.8,0.954975,0.068775,0.48556,0.05002,58.09523809523809,50.84531008665149,72.72991639403853
WIU,CR,3,35,15.5,12.671,2.01,36.2,6.51,0.30225,4.586901999999999,0.25342,81.748,70.45932411674346,83.84449958643506,2.3,1.261,3.95,40,1.045925,0.075325,0.5044,0.05044,54.826086956521735,48.225255156918514,66.96315964155326
WIU,CR,3,8,15.5,14.383,1.85,35.5,6.51,0.30225,5.105964999999999,0.273277,92.794,78.43264208909369,90.41422663358146,2.2,1.538,4.26,47.5,1.00045,0.07205,0.73055,0.066134,69.9090909090909,73.02214003698336,91.78903539208882
WIU,CR,3,25,16.2,13.347,2.17,35.4,6.803999999999999,0.31589999999999996,4.724837999999999,0.29363399999999995,82.389,69.44206349206348,92.95156695156695,2.2,1.348,4.14,42.4,1.00045,0.07205,0.5715520000000001,0.055268000000000005,61.272727272727266,57.12949172872208,76.70784177654407
WIU,CR,3,12,15.7,13.75,1.95,40.9,6.593999999999999,0.30615,5.623749999999999,0.275,87.58,85.28586593873217,89.82524906091787,2.1,1.352,4.11,44.6,0.954975,0.068775,0.6029920000000001,0.05543200000000001,64.38095238095238,63.14217649676694,80.59905488913124
WIU,CR,3,0,15.9,15.638000000000002,1.965,42.525,6.678,0.31005,6.6461500000000004,0.31276000000000004,98.352,99.52306079664571,100.8740525721658,2.1,2.015,3.485,46.825,0.954975,0.068775,0.9430200000000001,0.070525,95.95238095238095,98.74813476792586,102.54452926208653
WIU,CR,3,4,15.8,15.315,1.9,43.5,6.636,0.30810000000000004,6.662025,0.290985,96.93,100.39217902350815,94.44498539435247,2.3,2.276,3.37,45.5,1.045925,0.075325,1.03558,0.077384,98.95652173913044,99.01092334536415,102.73348821772319
WIU,CR,3,16,15.9,13.407,1.82,36.5,6.678,0.31005,4.893555,0.24132599999999998,84.321,73.27875112309074,77.8345428156749,2.1,1.586,4.2,44.7,0.954975,0.068775,0.7089420000000001,0.066612,75.52380952380953,74.23670776721904,96.85496183206106
WIU,CR,3,6,16,15.486999999999998,2.25,43,6.72,0.312,6.659409999999999,0.34071399999999996,96.794,99.09836309523808,109.20320512820511,2.2,1.831,3.56,45.7,1.00045,0.07205,0.836767,0.06591599999999999,83.22727272727272,83.63906242191014,91.48646773074252
WIU,CR,3,20,16,12.805,2.51,34.8,6.72,0.312,4.4561399999999995,0.320125,80.031,66.31160714285714,102.60416666666667,2,1.279,2.98,32.1,0.9095,0.0655,0.410559,0.038369999999999994,63.949999999999996,45.141176470588235,58.58015267175571
WIU,PCRO,3,30,20.5,16.324,2.89,33.5,9.2045,0.8815,5.468540000000001,0.4733960000000001,79.629,59.41159215601066,53.70346001134432,2.1,1.568,3.88,36.1,0.9366000000000001,0.0693,0.566048,0.061152000000000005,74.66666666666667,60.43647234678624,88.24242424242425
WIU,PCRO,3,35,19,12.745,NA,NA,8.531,0.817,NA,NA,67.079,NA,NA,2.2,2.08,NA,NA,0.9812000000000001,0.07260000000000001,NA,NA,94.54545454545455,NA,NA
WIU,PCRO,3,6,19.8,19.309,2.93,42.1,8.8902,0.8513999999999999,8.129089,0.559961,97.52,91.43876403230524,65.76943857176416,2.2,1.904,3.44,43.4,0.9812000000000001,0.07260000000000001,0.826336,0.064736,86.54545454545453,84.21687729311047,89.16804407713498
WIU,PCRO,3,12,19.6,15.652,2.93,37.5,8.800400000000002,0.8428,5.8694999999999995,0.453908,79.857,66.695832007636,53.85714285714286,2.1,1.289,2.67,29.5,0.9366000000000001,0.0693,0.38025499999999995,0.034803,61.38095238095237,40.59950886184069,50.22077922077922
WIU,PCRO,3,16,19.7,16.113,2.83,32.4,8.8453,0.8470999999999999,5.220612,0.451164,81.792,59.02131075260307,53.25982764726716,NA,2.609,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIU,PCRO,3,20,19.6,13.785,3.21,36,8.800400000000002,0.8428,4.9626,0.44112,70.332,56.39061860824507,52.33981964878976,2.1,1.709,2.92,32.3,0.9366000000000001,0.0693,0.552007,0.04956100000000001,81.38095238095238,58.93732650010677,71.51659451659452
WIU,PCRO,3,4,18.299999999999997,18.316,2.88,40,8.2167,0.7868999999999998,7.3264,0.531164,100.087,89.16474983874305,67.50082602617869,2.1,2.057,3.49,44.6,0.9366000000000001,0.0693,0.917422,0.071995,97.95238095238095,97.95238095238093,103.8888888888889
WIU,PCRO,3,0,19,18.972,4.25,44.9,8.531,0.817,8.518428,0.815796,99.853,99.85263157894735,99.85263157894737,2.1,2.014,3.6075,47.375,0.9366000000000001,0.0693,0.9546359999999998,0.07250399999999999,95.9047619047619,101.92568866111465,104.6233766233766
WIU,PCRO,3,8,20,19.225,NA,NA,8.98,0.8599999999999999,NA,NA,96.125,NA,NA,2,1.44,2.83,35.7,0.892,0.066,0.51408,0.04032,72,57.63228699551569,61.09090909090909
WIU,PCRO,3,25,5.699999999999999,4.461,NA,NA,2.5593,0.24509999999999996,NA,NA,78.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIU,WPC,4,0,19,18.875,2.665,43.15,8.208,0.513,8.154,0.509625,99.342,99.34210526315789,99.34210526315789,2.2,2.152,3.97,46.8,0.9933000000000001,0.08360000000000001,1.007136,0.08608,97.81818181818181,101.39293264874661,102.96650717703348
WIU,WPC,4,16,19.7,18.058999999999997,2.77,35.6,8.510399999999999,0.5318999999999999,6.429003999999999,0.505652,91.67,75.54291220154164,95.06523782665916,2.1,1.78,2.96,27.7,0.94815,0.0798,0.49306000000000005,0.053399999999999996,84.76190476190476,52.002320307968155,66.9172932330827
WIU,WPC,4,8,18.6,18.584,2.61,42,8.0352,0.5022,7.80528,0.48318399999999995,99.914,97.13859020310633,96.21346077260054,2.2,NA,3.77,37.7,0.9933000000000001,0.08360000000000001,NA,NA,NA,NA,NA
WIU,WPC,4,35,19.5,16.641,3.04,40.8,8.424,0.5265,6.789527999999999,0.49922999999999995,85.338,80.59743589743589,94.82051282051282,2.2,1.422,3.88,39.3,0.9933000000000001,0.08360000000000001,0.558846,0.055458,64.63636363636363,56.26155240108728,66.33732057416267
WIU,WPC,4,6,20.299999999999997,20.055999999999997,2.88,42.9,8.769599999999999,0.5480999999999999,8.604023999999999,0.5816239999999999,98.798,98.11193212917351,106.11640211640211,2.2,1.971,3.58,46,0.9933000000000001,0.08360000000000001,0.9066600000000001,0.07095599999999999,89.5909090909091,91.27755964965269,84.87559808612438
WIU,WPC,4,4,20,19.766,3.18,44.3,8.64,0.54,8.756338,0.632512,98.83,101.34650462962962,117.13185185185185,2,1.874,3.66,46.9,0.903,0.076,0.878906,0.069338,93.7,97.33178294573642,91.23421052631578
WIU,WPC,4,20,18.9,15.703,3.13,43,8.1648,0.5103,6.7522899999999995,0.486793,83.085,82.70000489907898,95.39349402312365,2.3,1.585,4.22,43.2,1.0384499999999999,0.08739999999999999,0.68472,0.06657,68.91304347826087,65.93673263036257,76.16704805491992
WIU,WPC,4,25,20.1,17.435,2.83,38.2,8.683200000000001,0.5427000000000001,6.66017,0.48817999999999995,86.741,76.70179196609543,89.953934033536,2.2,1.529,NA,NA,0.9933000000000001,0.08360000000000001,NA,NA,69.5,NA,NA
WIU,WPC,4,12,20.6,17.746,3.3,42.9,8.8992,0.5562,7.613033999999999,0.585618,86.146,85.54739751887809,105.28910463861921,2.1,1.684,3.68,42.9,0.94815,0.0798,0.722436,0.062307999999999995,80.19047619047619,76.19427305806042,78.08020050125313
WIU,WPC,4,30,20.5,17.104,3.3,35,8.856,0.5535,5.9864,0.564432,83.434,67.59710930442637,101.97506775067751,2.1,1.712,3.58,33.5,0.94815,0.0798,0.57352,0.06163199999999999,81.52380952380952,60.488319358751255,77.23308270676691
WIU,AR,4,12,17.1,15.276,2.89,37.2,7.1392500000000005,0.4317750000000001,5.682672,0.443004,89.333,79.59760479041917,102.60066006600658,2.1,1.61,3.42,38.9,1.031625,0.08610000000000001,0.62629,0.054740000000000004,76.66666666666667,60.70907548770145,63.577235772357724
WIU,AR,4,8,19.1,17.211,3,39.9,7.9742500000000005,0.48227500000000006,6.867189,0.51633,90.11,86.11705176035362,107.06132393344043,2.2,1.92,3.72,40,1.08075,0.09020000000000002,0.768,0.07103999999999999,87.27272727272725,71.0617626648161,78.75831485587581
WIU,AR,4,30,16.8,13.04,2.9,35.2,7.014,0.4242,4.5900799999999995,0.37816,77.619,65.44168805246649,89.14662894860913,2.2,1.985,2.7,26.4,1.08075,0.09020000000000002,0.5240400000000001,0.053595000000000004,90.22727272727272,48.48854961832061,59.41796008869179
WIU,AR,4,20,17.2,16.288,2.39,26.6,7.180999999999999,0.4343,4.3326080000000005,0.39091200000000004,94.698,60.33432669544633,90.00967073451531,2.1,1.918,1.9,19,1.031625,0.08610000000000001,0.36441999999999997,0.036441999999999995,91.33333333333333,35.32485156912637,42.32520325203251
WIU,AR,4,16,17.3,16.416,2.5,34.6,7.22275,0.436825,5.679936,0.41040000000000004,94.89,78.63952095808384,93.95066674297489,2.1,1.919,2.01,21.2,1.031625,0.08610000000000001,0.406828,0.038380000000000004,91.38095238095238,39.435647643281236,44.57607433217189
WIU,AR,4,0,18.7,18.257,2.5275,41.9,7.80725,0.472175,7.6496830000000005,0.4564250000000001,97.631,97.98178616029973,96.66437231958491,2.2,2.064,4.18,49.025,1.08075,0.09020000000000002,1.01136,0.086688,93.81818181818181,93.5794587092297,96.10643015521063
WIU,AR,4,4,16.4,16.023,3.14,41.7,6.8469999999999995,0.41409999999999997,6.681590999999999,0.49671299999999996,97.701,97.58421206367753,119.95001207437817,2.3,2.118,3.85,46.2,1.129875,0.0943,0.9785159999999999,0.080484,92.08695652173913,86.60391636242947,85.3488865323436
WIU,AR,4,25,17.4,13.122,2.84,33.1,7.264499999999999,0.43935,4.343382,0.367416,75.414,59.789138963452416,83.62717651075452,2.2,1.613,3.43,33.5,1.08075,0.09020000000000002,0.540355,0.054842,73.31818181818181,49.99814943326393,60.800443458980034
WIU,AR,4,35,18,13.7555,2.77,39.7,7.515,0.4545,5.4609335,0.385154,76.419,72.6671124417831,84.74235423542353,2.2,1.983,3.71,45,1.08075,0.09020000000000002,0.8923500000000001,0.073371,90.13636363636364,82.56766134628731,81.34257206208424
WIU,AR,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,1.031625,0.08610000000000001,NA,NA,NA,NA,NA
WIU,CR,4,6,19.799999999999997,19.112,2.43,44,8.315999999999999,0.38609999999999994,8.409279999999999,0.458688,96.525,101.12169312169313,118.80031080031081,2.1,1.798,4.34,43.5,0.954975,0.068775,0.78213,0.077314,85.61904761904762,81.90057331343752,112.41584878226098
WIU,CR,4,16,20,16.428,2.32,42.3,8.4,0.39,6.949044,0.377844,82.14,82.72671428571428,96.88307692307693,2,1.344,NA,NA,0.9095,0.0655,NA,NA,67.2,NA,NA
WIU,CR,4,12,19.5,16.744999999999997,2.31,41.6,8.19,0.38025,6.965919999999999,0.38513499999999995,85.872,85.05396825396825,101.28468113083497,2,1.166,4.95,45.4,0.9095,0.0655,0.529364,0.0583,58.3,58.203848268279266,89.00763358778624
WIU,CR,4,8,19.7,18.081,NA,NA,8.274,0.38415,NA,NA,91.782,NA,NA,2,1.484,NA,NA,0.9095,0.0655,NA,NA,74.2,NA,NA
WIU,CR,4,35,19.5,15.136,2.64,41.6,8.19,0.38025,6.296575999999999,0.39353599999999994,77.621,76.88126984126984,103.49401709401708,2,1.048,5.36,46.1,0.9095,0.0655,0.48312800000000006,0.056592,52.400000000000006,53.120175920835635,86.4
WIU,CR,4,0,19.7,19.499,1.82,40.5,8.274,0.38415,7.897095,0.35098199999999996,98.98,95.44470630891952,91.36587270597421,2.1,2.075,2.63,41.5,0.954975,0.068775,0.861125,0.053950000000000005,98.80952380952381,90.17251760517291,78.44420210832425
WIU,CR,4,4,19.7,19.473,2.12,43.2,8.274,0.38415,8.412336,0.408933,98.848,101.67193618564178,106.4513861772745,2,1.935,3.71,48.1,0.9095,0.0655,0.930735,0.07159499999999999,96.75,102.33479934029685,109.30534351145036
WIU,CR,4,25,19.7,14.738,2.5,43,8.274,0.38415,6.337339999999999,0.36845,74.812,76.59342518733382,95.91305479630353,2.1,1.179,NA,NA,0.954975,0.068775,NA,NA,56.14285714285714,NA,NA
WIU,CR,4,30,19.9,15.404,2.6,39.6,8.357999999999999,0.38804999999999995,6.099984,0.40050399999999997,77.407,72.98377602297201,103.20938023450587,2.1,1.157,4.34,44.4,0.954975,0.068775,0.513708,0.049751,55.095238095238095,53.792821801617855,72.33878589603779
WIU,CR,4,20,20.4,15.841,2.5,39.8,8.568,0.3978,6.304718,0.396025,77.652,73.58447712418301,99.5537958773253,2.1,1.149,3.98,47.1,0.954975,0.068775,0.541179,0.04596,54.714285714285715,56.66944160841907,66.82660850599783
WIU,GPC,4,8,14.5,13.983,2.58,41.2,6.3401250000000005,0.32625,5.760996,0.363558,96.434,90.86565327970662,111.43540229885059,2,1.639,3.77,41.5,0.9535,0.0845,0.6801849999999999,0.062282,81.95,71.33560566334556,73.70650887573964
WIU,GPC,4,12,14.7,12.817,2.95,41.3,6.427575,0.33075,5.2934209999999995,0.38451,87.19,82.35486944920906,116.25396825396825,2.2,1.381,4.25,43.7,1.04885,0.09295000000000002,0.603497,0.059383,62.772727272727266,57.538923582971826,63.88703604088219
