location,plot,crop,bag_no,block,initial_wt_g,time,final_wt_g,tea_id,tea_wt_final_g,tea_wt_initial_g,difference_g,pct_loss,tea_difference_g,tea_pct_loss,forage_pct_mass_remaining,tea_pct_mass_remaining
WIU,2,PCRO,1,1,20.7,t4,16.425,1,1.365,2,4.274999999999999,20.652173913043473,0.635,31.75,79.34782608695653,68.25
WIU,2,PCRO,2,1,21.7,t0,21.49,5,2.033,2.1,0.21000000000000085,0.967741935483875,0.06700000000000017,3.1904761904761982,99.03225806451613,96.8095238095238
WIU,2,PCRO,3,1,21.4,t2,20.937,3,1.928,2.1,0.4629999999999974,2.163551401869147,0.17200000000000015,8.190476190476199,97.83644859813086,91.80952380952381
WIU,2,PCRO,4,1,21.7,t7,16.63,7,1.082,2.1,5.07,23.36405529953917,1.018,48.476190476190474,76.63594470046083,51.523809523809526
WIU,2,PCRO,5,1,20.5,t6,15.573,2,1.278,2.1,4.927,24.034146341463412,0.8220000000000001,39.142857142857146,75.96585365853659,60.857142857142854
WIU,2,PCRO,6,1,21.099999999999998,t5,16.172,6,1.514,2.1,4.927999999999997,23.355450236966817,0.5860000000000001,27.90476190476191,76.64454976303318,72.09523809523809
WIU,2,PCRO,7,1,20.799999999999997,t8,15.87,7,1.449,2.1,4.929999999999998,23.70192307692307,0.651,31,76.29807692307693,69
WIU,2,PCRO,8,1,20.7,t1,20.698,8,1.963,2.1,0.0019999999999988916,0.009661835748786915,0.137,6.523809523809524,99.99033816425121,93.47619047619048
WIU,2,PCRO,9,1,21.099999999999998,t3,19.215,9,1.685,2.1,1.884999999999998,8.933649289099517,0.41500000000000004,19.761904761904763,91.06635071090048,80.23809523809524
WIU,2,PCRO,10,1,21.099999999999998,t9,14.698,10,1.287,2.1,6.4019999999999975,30.341232227488142,0.8130000000000002,38.71428571428572,69.65876777251185,61.28571428571428
WIU,3,WPC,12,1,17.5,t5,15.347,30,1.987,2.1,2.1530000000000005,12.302857142857146,0.11299999999999999,5.38095238095238,87.69714285714285,94.61904761904762
WIU,3,WPC,14,1,17,t6,15.61,21,1.495,2.3,1.3900000000000006,8.176470588235297,0.8049999999999997,34.99999999999999,91.82352941176471,65.00000000000001
WIU,3,WPC,15,1,17.299999999999997,t8,15.002,26,1.552,2.3,2.2979999999999965,13.283236994219635,0.7479999999999998,32.521739130434774,86.71676300578036,67.47826086956522
WIU,3,WPC,16,1,17.5,t2,17.236,22,1.863,2.1,0.26399999999999935,1.508571428571425,0.2370000000000001,11.28571428571429,98.49142857142857,88.71428571428571
WIU,3,WPC,17,1,17.299999999999997,t1,17.765,25,1.995,2.1,-0.4650000000000034,-2.687861271676321,0.10499999999999998,4.999999999999999,102.68786127167633,95
WIU,3,WPC,18,1,17.4,t4,15.168,29,1.701,2.2,2.2319999999999993,12.82758620689655,0.4990000000000001,22.681818181818187,87.17241379310346,77.31818181818181
WIU,3,WPC,19,1,17.2,t3,17.036,21,1.864,2.3,0.16399999999999793,0.9534883720930112,0.4359999999999997,18.956521739130423,99.04651162790698,81.04347826086958
WIU,3,WPC,20,1,17.5,t0,17.348,23,2.008,2.1,0.15200000000000102,0.8685714285714343,0.09200000000000008,4.380952380952385,99.13142857142857,95.61904761904762
WIU,4,GPC,21,1,20.5,t1,20.726,50,1.874,1.9,-0.2259999999999991,-1.1024390243902396,0.0259999999999998,1.3684210526315685,101.10243902439025,98.63157894736844
WIU,4,GPC,22,1,22,t9,19.911,49,1.389,2.1,2.0889999999999986,9.495454545454539,0.7110000000000001,33.85714285714286,90.50454545454546,66.14285714285714
WIU,4,GPC,23,1,22.2,t2,22.335,43,1.837,2.3,-0.13500000000000156,-0.6081081081081152,0.46299999999999986,20.130434782608692,100.60810810810811,79.86956521739131
WIU,4,GPC,24,1,21.9,t6,19.871,42,1.503,2.1,2.029,9.264840182648403,0.5970000000000002,28.428571428571438,90.7351598173516,71.57142857142857
WIU,4,GPC,25,1,22.4,t8,18.697,45,1.723,2.4,3.7029999999999994,16.531249999999996,0.6769999999999998,28.20833333333333,83.46875,71.79166666666667
WIU,4,GPC,26,1,21.4,t3,21.418,48,1.978,2.3,-0.018000000000000682,-0.08411214953271347,0.32199999999999984,13.999999999999993,100.08411214953273,86.00000000000001
WIU,4,GPC,27,1,21.799999999999997,t5,19.328,46,2.142,2.2,2.4719999999999978,11.339449541284395,0.058000000000000274,2.6363636363636487,88.6605504587156,97.36363636363635
WIU,4,GPC,28,1,22.599999999999998,t4,20.094,41,1.579,2.2,2.5059999999999967,11.088495575221225,0.6210000000000002,28.227272727272734,88.91150442477877,71.77272727272727
WIU,4,GPC,29,1,21.099999999999998,t0,20.894,44,2.216,2,0.20599999999999952,0.9763033175355429,-0.2160000000000002,-10.80000000000001,99.02369668246446,110.80000000000001
WIU,4,GPC,30,1,21.2,t7,18.564,47,1.486,2.1,2.6359999999999992,12.43396226415094,0.6140000000000001,29.23809523809524,87.56603773584905,70.76190476190476
WIU,5,CR,31,1,17.599999999999998,t2,17.289,39,1.971,2.3,0.3109999999999964,1.7670454545454344,0.32899999999999974,14.304347826086946,98.23295454545456,85.69565217391305
WIU,5,CR,32,1,17.5,t8,13.932,31,1.293,2.3,3.5679999999999996,20.388571428571424,1.007,43.78260869565217,79.61142857142858,56.21739130434783
WIU,5,CR,33,1,17.599999999999998,t1,17.635,40,1.972,2,-0.035000000000003695,-0.19886363636365736,0.028000000000000025,1.4000000000000012,100.19886363636365,98.6
