location,crop,forage_id,tea_id,block,forage_bag_wt_g,forage_initial_drywt_g,staple_weight,sample_time,forage_final_drywt_g,tea_final_drywt_g,tea_initial_drywt_g,forage_pct_n,forage_pct_c,tea_pct_n,tea_pct_c,days
ISU,WPC,227,228,1,2.4,10.7,0.1,t3,10.098,1.718,2.1,2.87,39.5,2.99,31.9,8
ISU,WPC,228,223,1,2.4,8.5,0.1,t1,8.492,2.197,2.2999999999999998,2.88,43.1,3.91,47.2,4
ISU,WPC,229,230,1,2.4,12,0.1,t9,10.069,1.383,2.1,3.09,39.4,3.51,36,35
ISU,WPC,230,229,1,2.4,20.4,0.1,t8,16.738,1.337,2,3.42,41.2,4.63,46.2,30
ISU,CR,231,236,1,2.4,18.9,0.1,t0,18.15,2.023,2.1,2.08,43.2,3.67,48.5,0
ISU,CR,232,232,1,2.4,18.6,0.1,t5,14.501000000000001,1.249,2.1,2.62,42.5,4.92,45.9,16
ISU,CR,233,238,1,2.4,18.5,0.1,t4,15.873000000000001,1.53,2.1,2.36,42.7,4.29,46.2,12
ISU,CR,234,237,1,2.4,18.2,0.1,t3,16.88,1.727,2.2000000000000002,NA,NA,NA,NA,8
ISU,CR,235,234,1,2.4,17.8,0.1,t7,12.976,1.162,2,2.85,41.1,3.98,43.3,25
ISU,CR,236,240,1,2.4,19.2,0.1,t9,13.792000000000002,1.258,2.1,2.96,43.8,4.58,46.3,35
ISU,CR,237,239,1,2.4,18.7,0.1,t1,18.529,1.996,2,1.96,43.1,3.78,48.7,4
ISU,CR,238,233,1,2.4,19.4,0.1,t6,14.852,1.248,2.1,2.45,38.6,4.18,44.1,20
ISU,CR,239,235,1,2.4,18.3,0.1,t8,12.541,1.074,2,2.1,42.4,4.4,44.5,30
ISU,CR,240,231,1,2.4,19.2,0.1,t2,18.115,1.965,2.1,1.81,42.4,NA,NA,6
ISU,PCRO,241,241,1,2.4,17.9,0.1,t7,15.145,NA,2.2000000000000002,2.7,28.4,NA,NA,25
ISU,PCRO,242,524,1,2.4,17.6,0.1,t9,12.293,1.214,2.1,3.56,41.8,0.498,3.97,35
ISU,PCRO,243,248,1,2.4,18.1,0.1,t4,15.768999999999998,1.481,2.2000000000000002,3.91,43.7,4.84,48,12
ISU,PCRO,244,249,1,2.4,18.2,0.1,t2,17.638,2.016,2.1,3.29,43.9,3.71,47.9,6
ISU,PCRO,245,244,1,2.4,18.4,0.1,t1,18.204,2.086,2.1,3.57,43.6,3.89,48.3,4
ISU,PCRO,246,247,1,2.4,18.6,0.1,t3,16.527,1.709,2.1,3.8,43.6,4.18,44.4,8
ISU,PCRO,247,245,1,2.4,18.3,0.1,t5,13.84,1.292,2,4.16,42.9,4.81,44.5,16
ISU,PCRO,248,242,1,2.4,18.3,0.1,t8,13.777000000000001,1.897,2.1,3.85,35.4,2.43,23.4,30
ISU,PCRO,249,243,1,2.4,19.4,0.1,t0,19.138,1.983,2,3.84,45.3,3.74,48.6,0
ISU,PCRO,250,NA,1,2.4,18.6,0.1,t6,13.236,NA,NA,4.65,42.7,NA,NA,20
ISU,WPC,251,256,2,2.4,18.4,0.1,t4,16.603,1.678,2.2999999999999998,NA,NA,NA,NA,12
ISU,WPC,252,258,2,2.4,19,0.1,t3,17.843,1.795,2.2000000000000002,NA,NA,NA,NA,8
ISU,WPC,253,250,2,2.4,19,0.1,t1,18.368,2.228,2,2.83,45.3,3.83,48.9,4
ISU,WPC,254,504,2,2.4,18.7,0.1,t9,15.956,1.747,2.2000000000000002,2.7,34.4,3.34,30.8,35
ISU,WPC,255,NA,2,2.4,18.4,0.1,t8,16.427,2.179,NA,2.41,32.9,NA,NA,30
ISU,WPC,256,NA,2,2.4,18.4,0.1,t2,17.626,2.014,NA,2.48,44,NA,NA,6
ISU,WPC,257,502,2,2.4,18.6,0.1,t7,16.555,1.983,2.2000000000000002,3.05,35.3,2.06,19.3,25
ISU,WPC,258,NA,2,2.4,19,0.1,t5,17.289,1.903,NA,NA,NA,NA,NA,16
ISU,WPC,259,252,2,2.4,18.3,0.1,t0,17.683,2.399,2.5,2.665,43.15,5.18,49.3,0
ISU,WPC,260,503,2,2.4,18.8,0.1,t6,16.751,1.637,2.1,2.75,36,3.51,32.5,20
ISU,CR,261,267,2,2.3,16.900000000000002,0.1,t1,16.773,2.028,2.1,1.78,43.3,3.44,46.4,4
ISU,CR,262,261,2,2.3,17.3,0.1,t6,13.171,1.285,2.2000000000000002,2.43,41.9,3.47,32.4,20
ISU,CR,263,224,2,2.3,19.200000000000003,0.1,t2,18.734,1.941,2.1,2,43.6,3.9,48.9,6
ISU,CR,264,510,2,2.3,16.900000000000002,0.1,t9,13.668000000000001,1.345,2.2000000000000002,1.99,43,5.17,49.4,35
ISU,CR,265,508,2,2.3,20.200000000000003,0.1,t4,18.049000000000003,1.463,2.2000000000000002,2.19,42.8,4.49,46.1,12
ISU,CR,266,509,2,2.3,22.5,0.1,t7,16.348000000000003,1.049,2.2000000000000002,2.79,42.1,5.3,48.7,25
ISU,CR,268,246,2,2.3,22.700000000000003,0.1,t5,18.672,1.27,2.1,2.89,42.4,5.01,47.2,16
ISU,CR,269,208,2,2.3,20.6,0.1,t3,18.199,1.814,2.2000000000000002,2.4,43.7,4.22,48.5,8
ISU,CR,270,265,2,2.3,22.5,0.1,t0,22.075000000000003,2.008,2.1,2.12,43.1,3.77,47.5,0
ISU,PCRO,271,226,2,2.4,18.2,0.1,t0,18.055,NA,2.2000000000000002,4.02,44.2,2.97,43.8,0
ISU,PCRO,272,518,2,2.5,17.5,0.1,t3,15.697999999999999,1.669,2.1,3.86,43.2,4.16,45.6,8
ISU,PCRO,273,520,2,2.4,17.7,0.1,t7,12.157,1.732,2,4.13,36.7,2.59,23.8,25
ISU,PCRO,274,271,2,2.4,18.3,0.1,t1,NA,2.182,2.2000000000000002,NA,NA,NA,NA,4
ISU,PCRO,275,279,2,2.4,18.8,0.1,t4,15.672,1.388,2.2000000000000002,4,43.3,4.53,46.7,12
ISU,PCRO,276,276,2,2.4,18.6,0.1,t6,14.629999999999999,1.571,2.1,4.43,39.1,3.25,29.2,20
ISU,PCRO,277,519,2,2.4,18.6,0.1,t9,14.145,1.627,2.2999999999999998,4.15,37.4,4.29,39.3,35
ISU,PCRO,278,521,2,2.4,18.8,0.1,t2,18.217,2.276,2.5,4.17,44.4,4,48.8,6
ISU,PCRO,279,511,2,2.4,17.6,0.1,t5,14.800999999999998,1.461,2.2000000000000002,4.38,43.4,4.17,42.4,16
ISU,PCRO,280,378,2,2.4,19,0.1,t8,11.15,1.475,2.2000000000000002,4.66,41.5,4.51,42.1,30
ISU,AR,281,288,2,2.3,21.5,0.1,t0,21.5,1.729,2.1,2.5275,41.9,4.18,49.025,0
ISU,AR,282,284,2,2.3,23.1,0.1,t3,21.131,1.65,2.2999999999999998,3.21,43.1,3.91,42.6,8
ISU,AR,285,210,2,2.3,22,0.1,t2,20.588,1.95,2.1,NA,NA,4.57,47.3,6
ISU,AR,286,526,2,2.3,20.900000000000002,0.1,t1,19.012,2.222,2.2999999999999998,3,34.1,2.93,28.4,4
ISU,AR,287,NA,2,2.3,22.3,0.1,t9,15.333,NA,NA,3.4,36.8,NA,NA,35
ISU,AR,288,283,2,2.3,19,0.1,t5,17.476000000000003,1.428,2.1,3.42,41,3.99,38.6,16
ISU,AR,289,97,2,2.3,21.6,0.1,t7,14.455,1.398,2.1,3.18,32.5,4.31,42.2,25
ISU,GPC,291,293,2,2.2,2.4,0.1,t5,2.374,1.498,2.1,NA,NA,3.69,47.9,16
ISU,GPC,293,300,2,2.3,8.7,0.1,t2,8.328999999999999,2.078,2.2999999999999998,2.41,44.1,3.25,47.2,6
ISU,GPC,295,262,2,2.2,8.2,0.1,t3,7.597999999999999,1.746,2.2999999999999998,2.88,42.4,3.69,43.7,8
ISU,GPC,296,221,2,2.2,9.1,0.1,t9,7.651999999999999,1.758,2.1,2.94,31.4,3.2,29.9,35
ISU,GPC,298,291,2,2.2,8.87,0.1,t0,8.87,2.3,2.2999999999999998,2.24,44,4.123,47.93,0
ISU,GPC,299,296,2,2.3,9.1,0.1,t1,8.794,1.966,2.1,2.44,43.2,3.8,48.6,4
ISU,GPC,300,251,2,2.3,8.6,0.1,t4,7.68,1.626,2.2000000000000002,2.69,41.6,4.15,43.4,12
ISU,GPC,301,310,3,2.4,14.100000000000001,0.1,t4,12.074,1.589,2.1,2.42,42.4,4.13,47.5,12
ISU,GPC,302,301,3,2.4,13.5,0.1,t7,10.925,1.253,2.1,NA,NA,4.42,39.5,25
ISU,GPC,303,302,3,2.4,14,0.1,t5,11.478,1.231,2.1,3.13,42.9,5.01,46.9,16
ISU,GPC,304,309,3,2.4,14.2,0.1,t9,9.527,1.252,2,3.82,44,4.99,48.6,35
ISU,GPC,305,107,3,2.4,14,0.1,t0,13.445,2.136,2.4,2.24,44,4.123,47.93,0
ISU,GPC,306,304,3,2.4,14,0.1,t6,10.843,1.498,2,3.23,36.7,3.17,32.3,20
ISU,GPC,307,303,3,2.4,13.600000000000001,0.1,t3,12.327,1.68,2.1,2.78,43.9,4.15,48.9,8
ISU,GPC,308,305,3,2.4,14,0.1,t8,11.618,1.314,2.2999999999999998,2.83,42.6,4.49,46.1,30
ISU,GPC,309,306,3,2.5,14.000000000000002,0.1,t2,12.841000000000001,1.873,2,2.75,42.5,3.6,45.6,6
ISU,GPC,310,508,3,2.4,14.399999999999999,0.1,t1,13.918,1.917,2.2000000000000002,NA,NA,4.49,46.1,4
ISU,AR,311,318,3,2.3,16.1,0.1,t6,14.299000000000001,1.154,2.2000000000000002,2.23,34.6,4.21,40.8,20
ISU,AR,312,312,3,2.3,20.900000000000002,0.1,t4,19.009,1.475,2.1,1.91,40,4.53,48.4,12
ISU,AR,313,313,3,2.3,19,0.1,t8,16.282,NA,2.1,2.06,36.1,NA,NA,30
ISU,AR,314,311,3,2.3,18.400000000000002,0.1,t2,18.274,1.87,2,NA,NA,NA,NA,6
ISU,AR,315,317,3,2.3,20.900000000000002,0.1,t7,17.691000000000003,1.274,2.1,2.25,36.6,4.75,42.8,25
ISU,AR,316,319,3,2.3,19,0.1,t1,18.921000000000003,2.049,2.1,1.83,41.2,3.92,49,4
ISU,AR,317,515,3,2.3,18.1,0.1,t0,18.016000000000002,2.085,2.2999999999999998,1.8,39.4,5.3,49,0
ISU,AR,318,314,3,2.3,18.1,0.1,t9,15.345,1.18,2.1,2.3,40.4,5.17,46.2,35
ISU,AR,319,320,3,2.3,20.400000000000002,0.1,t3,18.926000000000002,1.62,2.1,1.92,41.9,4.33,48.5,8
ISU,AR,320,316,3,2.2,19.8,0.1,t5,17.455,1.419,2.2000000000000002,2.12,38.6,4.73,48.2,16
ISU,PCRO,321,329,3,2.4,18,0.1,t8,12.467,1.497,2.2999999999999998,4.12,41.1,3.95,35.9,30
ISU,PCRO,322,324,3,2.4,18,0.1,t4,13.786000000000001,1.506,2,3.75,44.1,4.42,46.6,12
ISU,PCRO,323,322,3,2.4,18.7,0.1,t1,18.823,2.023,2.1,3.77,45.5,3.85,48.3,4
ISU,PCRO,324,325,3,2.4,18.7,0.1,t0,18.782,2.141,2.2000000000000002,3.63,45.2,3.83,48.4,0
ISU,PCRO,325,328,3,2.4,18.6,0.1,t3,17.162,1.489,2.1,4.05,44.9,4.41,47.4,8
ISU,PCRO,326,327,3,2.4,18,0.1,t7,11.651,1.214,2.1,3.87,44.5,5.29,48.3,25
ISU,PCRO,327,326,3,2.4,17.9,0.1,t2,17.428,1.985,2.1,3.85,45.7,3.93,48.6,6
ISU,PCRO,328,323,3,2.4,18.1,0.1,t9,13.28,1.619,2.2999999999999998,3.75,40.3,4.06,36.1,35
ISU,PCRO,329,321,3,2.4,17.9,0.1,t6,13.981000000000002,1.388,2.2999999999999998,4.19,44.8,NA,NA,20
ISU,PCRO,330,330,3,2.4,18.3,0.1,t5,14.925999999999998,1.463,2.1,3.84,44,4.4,44.1,16
ISU,WPC,331,333,3,2.4,8.6,0.1,t2,8.241,1.995,2.1,NA,NA,4.48,45,6
ISU,WPC,332,335,3,2.4,7.9,0.1,t7,7.446999999999999,1.696,2.2000000000000002,2.26,25.8,3.47,32.1,25
ISU,WPC,333,334,3,2.4,8.1,0.1,t3,7.502000000000001,1.63,2,2.99,42.4,4.18,47.5,8
ISU,WPC,334,338,3,2.4,7.1,0.1,t1,6.992000000000001,1.975,2.1,2.68,44.4,3.91,48.1,4
ISU,WPC,335,337,3,2.4,8.1,0.1,t0,7.949,2.107,2.2000000000000002,2.72,44.1,3.7,48.6,0
ISU,WPC,336,331,3,2.4,8.6,0.1,t6,7.829000000000001,1.743,2.1,2.9,33,3.3,30.5,20
ISU,WPC,337,339,3,2.4,8,0.1,t5,6.98,1.568,2.2000000000000002,2.89,39.7,4.03,41.2,16
ISU,WPC,338,340,3,2.4,6.5,0.1,t9,5.946999999999999,1.446,2,2.73,32.8,3.38,34.6,35
ISU,WPC,339,336,3,2.4,7.4,0.1,t8,5.869999999999999,1.36,2,3.25,36.1,3.46,33.2,30
ISU,WPC,340,332,3,2.4,7.699999999999999,0.1,t4,6.960000000000001,1.708,2.2000000000000002,2.69,41.8,3.8,41.5,12
ISU,CR,342,347,3,2.4,21.1,0.1,t4,17.846,1.365,2.1,NA,NA,NA,NA,12
ISU,CR,343,343,3,2.4,21,0.1,t3,18.191,1.338,2.2000000000000002,NA,NA,NA,NA,8
ISU,CR,344,348,3,2.4,18.4,0.1,t1,18.043,1.963,2,NA,NA,NA,NA,4
ISU,CR,345,341,3,2.4,18.1,0.1,t5,15.835999999999999,1.195,2.2000000000000002,NA,NA,NA,NA,16
ISU,CR,347,289,3,2.4,17.7,0.1,t7,18.361,1.605,2.4,NA,NA,2.34,22.6,25
ISU,CR,348,345,3,2.4,18.6,0.1,t6,17.792,1.121,2.1,NA,NA,NA,NA,20
ISU,CR,349,342,3,2.4,16.8,0.1,t0,16.463,2.028,2.1,1.965,42.525,3.485,46.825,0
ISU,CR,350,349,3,2.4,20,0.1,t2,19.324,1.979,2.1,NA,NA,NA,NA,6
ISU,PCRO,351,352,4,2.4,14,0.1,t7,9.738,1.2,2.2999999999999998,4.67,41.8,5.27,47.2,25
ISU,PCRO,352,253,4,2.5,13.3,0.1,t9,9.847,1.236,2.1,4.88,43.4,4.95,43.9,35
ISU,PCRO,353,257,4,2.4,13.1,0.1,t1,13.041,1.969,2.1,4.83,43.9,3.87,47.5,4
ISU,PCRO,354,254,4,2.4,13.899999999999999,0.1,t2,13.348,1.946,2.1,5.31,45.1,3.9,48.3,6
ISU,PCRO,355,523,4,2.4,14,0.1,t4,11.706,1.933,2.2999999999999998,4.9,44.5,4.18,47.1,12
ISU,PCRO,356,505,4,2.4,13.2,0.1,t3,11.047,1.47,2.2000000000000002,4.68,44.1,2.83,29.7,8
ISU,PCRO,357,NA,4,2.4,13.899999999999999,0.1,t5,10.322,1.608,NA,4.59,43.2,NA,NA,16
ISU,PCRO,358,255,4,2.4,14.100000000000001,0.1,t6,10.29,1.432,2,4.81,43.4,4.63,46.6,20
ISU,PCRO,359,259,4,2.4,14.100000000000001,0.1,t0,13.986,2.211,2.1,5.51,44.9,3.89,48.7,0
ISU,PCRO,360,360,4,2.4,14.3,0.1,t8,9.409,1.354,2.2999999999999998,5.27,43.9,NA,NA,30
ISU,CR,361,512,4,2.4,19.8,0.1,t6,15.994,1.213,2.2999999999999998,2.19,39.7,5.22,48.6,20
ISU,CR,362,270,4,2.4,19.3,0.1,t1,19.048,2.064,2.1,1.78,43.2,3.79,48,4
ISU,CR,363,515,4,2.4,20,0.1,t8,16.287,1.128,2.2999999999999998,2.05,42.2,5.3,49,30
ISU,CR,364,264,4,2.4,19.7,0.1,t4,17.658,1.366,2,1.77,43.5,NA,NA,12
ISU,CR,365,513,4,2.4,20.1,0.1,t0,19.41,2.003,2.1,1.84,43.3,3.87,49.8,0
ISU,CR,366,268,4,2.4,20,0.1,t3,18.819,1.748,2.4,2.31,40.6,3.6,46.8,8
ISU,CR,367,364,4,2.4,20.2,0.1,t2,19.616,1.907,2,1.04,27.3,2.71,40.8,6
ISU,CR,368,514,4,2.5,18.7,0.1,t9,14.509000000000002,1.238,2.1,2.22,41.3,4.32,45.6,35
ISU,CR,369,269,4,2.4,20.1,0.1,t7,15.661000000000001,1.109,2.2000000000000002,2.16,41.5,5.18,45.6,25
ISU,CR,370,361,4,2.4,18.4,0.1,t5,15.573,1.356,2.1,NA,NA,NA,NA,16
ISU,WPC,371,280,4,2.3,20.900000000000002,0.1,t1,20.801000000000002,2.109,2.1,NA,NA,NA,NA,4
ISU,WPC,372,277,4,2.3,21.200000000000003,0.1,t6,19.155,1.769,2.5,NA,NA,NA,NA,20
ISU,WPC,373,322,4,2.3,20.900000000000002,0.1,t5,18.459000000000003,1.479,2.1,NA,NA,3.85,48.3,16
ISU,WPC,374,274,4,2.3,21.5,0.1,t2,20.700000000000003,1.952,2.1,2.71,44,3.82,48.3,6
ISU,WPC,375,272,4,2.3,21,0.1,t4,19.783,1.514,2,NA,NA,NA,NA,12
ISU,WPC,376,278,4,2.3,20.8,0.1,t0,20.692,2.164,2.2999999999999998,2.665,43.15,3.97,46.8,0
ISU,WPC,377,273,4,2.3,21.1,0.1,t9,18.059,1.571,2.2000000000000002,3.06,37.6,3.25,35.8,35
ISU,WPC,378,281,4,2.3,21.200000000000003,0.1,t8,17.841,1.405,2.2000000000000002,2.91,37.4,3.01,30.4,30
ISU,WPC,379,275,4,2.2,21.599999999999998,0.1,t3,20.377,1.723,2.2999999999999998,NA,NA,NA,NA,8
ISU,WPC,380,501,4,2.3,21.3,0.1,t7,16.997,1.373,2.1,3.36,38.7,3.72,35,25
ISU,GPC,381,381,4,2.4,19.2,0.1,t8,18.036,1.282,2,2.24,37.1,NA,NA,30
ISU,GPC,382,285,4,2.4,18.1,0.1,t9,16.933,1.582,2.1,1.41,38.2,3.87,38.9,35
ISU,GPC,383,286,4,2.4,18.3,0.1,t1,18.033,2.223,2.2000000000000002,1.37,44,3.72,47.5,4
ISU,GPC,384,380,4,2.4,19.2,0.1,t5,17.858,1.641,2.2000000000000002,2.25,43.6,NA,NA,16
ISU,GPC,386,282,4,2.4,22.4,0.1,t6,21.354,1.535,2.2999999999999998,2.21,41.5,4.06,44.7,20
ISU,GPC,387,287,4,2.4,19.8,0.1,t7,18.151,1.718,2.1,2.09,40.4,3.36,30.3,25
ISU,GPC,388,382,4,2.4,19.5,0.1,t2,19.461,1.823,2.2999999999999998,NA,NA,NA,NA,6
ISU,GPC,389,NA,4,2.4,18.2,0.1,t4,16.672,1.479,NA,1.93,43.8,NA,NA,12
ISU,GPC,390,290,4,2.4,20.4,0.1,t0,20.212,2.17,2.1,2.05,45.1,3.68,48.9,0
ISU,AR,391,294,4,2.4,20.8,0.1,t0,20.711,2.099,2.4,2.59,43.5,3.79,49,0
ISU,AR,392,299,4,2.4,20.6,0.1,t7,16.042,1.181,2.2000000000000002,2.97,40,4.8,41.3,25
ISU,AR,393,297,4,2.4,20.5,0.1,t2,20.321,1.802,2.1,2.53,42.7,3.8,49,6
ISU,AR,394,289,4,2.5,20.5,0.1,t1,NA,2.317,2.4,2.8,43.5,2.34,22.6,4
ISU,AR,395,295,4,2.4,21,0.1,t9,15.972999999999999,1.318,2.2999999999999998,2.91,33.8,3.86,40.4,35
ISU,AR,396,522,4,2.4,21.3,0.1,t4,19.096,1.663,2.2000000000000002,2.71,40.3,3.64,43.2,12
ISU,AR,397,516,4,2.4,20.8,0.1,t3,19.266,1.75,2.1,2.66,42.4,3.85,43.9,8
ISU,AR,398,292,4,2.4,20.7,0.1,t6,16.44,1.291,2.1,3.08,40.5,4.19,43.4,20
ISU,AR,399,298,4,2.4,20.8,0.1,t5,17.943,1.416,2,3.03,38.5,4.08,40.4,16
ISU,AR,400,517,4,2.4,20.8,0.1,t8,16.93,1.664,2.2999999999999998,2.84,35,3.03,31.5,30
